	actress/nn	advance/vv	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boy/nn	brother/nn	bush/np	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	company/nn	competitor/nn	convict/nn	country/nn	court/nn	criminal/nn	dad/nn	daughter/nn	district/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friend/nn	girl/nn	government/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	her/pp	him/pp	horses/nn	household/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kitty/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/pp	member/nn	mom/nn	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	stomach/nn	stranger/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	wwf/np	you/pp
them/pp	1.8851901	2.7897155	2.747849	1.9478941	1.9272397	2.8597112	0.7227654	0.81492466	0.94332683	2.611677	2.521197	1.4306965	2.492623	1.928618	2.0777524	2.5684474	2.0432076	2.9126136	2.2335691	1.9873415	2.5825953	2.5806324	1.9106127	2.0563936	2.217559	2.8992488	2.9754655	1.3203192	2.8518999	2.042437	1.1725987	2.4005241	2.4255567	2.0194693	1.939739	2.3753798	2.9407463	1.6478844	2.4727063	3.0316913	0.7049336	0.6458967	2.367155	0.635714	2.9199607	2.0580506	2.3367598	1.9149507	2.5513527	2.4609578	2.260514	2.974637	1.7197918	1.1783121	0.71504515	0.53193545	0.9426522	2.346339	2.1439617	2.2859037	1.6042558	2.522999	2.0619526	1.0747925	1.8942499	1.901953	1.7649357	2.6189017	1.6351519	2.5603251	2.6124046	2.3302605	1.3110878	2.8597615	1.8236883	1.9838076	0.6598668	2.1289577	2.3837836	2.4342222	0.3690279	2.847386	3.0389528	1.6864878	2.2447937	1.3105749	0.84259987	1.0830387	2.086582	2.8258202	1.6798605	1.0728011	1.2333956	0.8056275	2.0069392	2.7198932	2.373879	2.4712832	1.8732541	2.4391432	0.6625905	0.6815644	2.5198524	0.4763547	1.2686712	1.6768181	2.6528096	1.6871119	2.5274553	1.107734	0.0	1.9347433	1.0875466	2.1493099	1.869251	1.6571922	2.6269946	2.5867364	1.9718163	0.7090341	2.1364608	2.3044183	2.4444203	1.9564761	1.3828003	2.3534503	1.3634359	1.2654349	0.8375228
theory/nn	2.7717774	1.652933	1.2146621	0.95168763	2.3319013	1.3829683	2.1431687	1.9262235	2.2555144	1.6250764	1.5842803	1.8208996	1.4549066	2.742995	2.8066263	3.545607	1.8085741	1.2338554	1.859686	1.653441	1.3740145	1.1095015	2.4555755	0.9932242	1.770897	1.3925878	1.4295839	1.4767876	1.5109657	1.2970432	1.1374407	3.326533	3.3448544	1.7074277	2.6982982	1.0514624	1.3197697	1.2526591	0.7358347	1.7977335	2.3132255	2.1385329	1.1929336	1.7209405	1.4260608	2.4893641	3.36862	2.7154982	1.1878548	3.244885	1.1917021	1.390631	2.591065	2.1114175	2.422037	2.253345	2.321181	1.2101736	1.8502887	3.2120924	0.581188	1.4518405	2.327575	2.253316	1.4729028	1.1776391	2.480886	3.5380187	2.4223862	3.4127114	3.5403705	3.290371	1.8668035	1.2760327	2.1186135	0.4873894	2.4320278	1.3473821	3.3889942	3.3398433	2.2445536	1.5945424	1.8190898	0.3298644	2.939629	1.0602793	1.3307924	1.6003115	1.2229614	1.4172078	1.9413302	1.0347989	2.2868025	1.3730732	1.746769	1.6679246	3.2251356	1.6408135	2.3899362	3.4118278	2.1289184	1.7839322	3.3564072	2.2921236	2.558528	1.5878717	1.1061068	1.7317243	1.327404	2.336227	1.9347433	0.0	2.0405746	3.169687	0.23751573	2.4585655	1.6011276	3.4696355	1.9570576	2.176984	1.3908372	1.7200155	1.644217	2.0960958	1.1721463	3.3588917	1.7570484	1.4841498	2.421819
thing/nn	2.3837488	3.2219348	3.1218545	2.3790667	2.6800954	3.1893861	0.78203946	0.6400945	0.5621843	3.037117	3.0659802	2.0395658	3.0547514	2.4969363	2.3483584	3.0164635	2.701214	3.2149122	2.8813775	2.6259544	3.0519311	2.9701543	2.3823817	2.50626	2.930468	3.3022974	3.35614	1.4263124	3.214696	2.4109218	1.311931	2.755439	2.7900436	2.7014577	2.1600425	2.78344	3.2587597	2.2474778	2.6730812	3.440898	0.7530267	0.69278276	2.8071485	1.0096552	3.3009841	2.8461947	2.7068954	2.120004	2.936245	2.8918855	2.7664921	3.3245926	2.1198602	1.197298	1.2132792	1.0580928	0.62219244	2.726558	2.8410723	2.6913834	1.8357763	2.9196851	2.8551188	0.25615352	2.3524623	2.219125	2.1644564	3.103231	1.8019197	3.0657535	3.0028677	2.626803	1.4333277	3.2203238	2.5825162	2.17752	1.005021	2.72381	2.6977348	2.8423386	1.0087497	3.2611063	3.4179356	1.8389599	2.706118	1.6709802	1.1545309	1.0672587	2.4227982	3.2593126	2.3889315	1.4007585	2.031709	1.352685	2.4271605	3.1457648	2.82171	3.0341492	2.1120281	2.793378	0.83695674	0.9184524	2.9396763	1.2561269	1.5781844	2.3778899	2.982611	2.3606076	3.0227396	0.37141615	1.0875466	2.0405746	0.0	2.5299065	1.9847416	2.1844752	3.1181433	2.9436057	2.7422986	1.5919986	2.7482665	2.870388	2.9749062	2.757866	1.679986	2.758068	1.6199174	1.6351266	0.7766804
thomases/np	0.93071365	4.216236	3.687124	2.886571	1.8037671	4.074287	2.196452	2.3948624	2.456589	4.190745	3.8503656	1.8279562	3.2865355	0.721989	1.4578396	0.78820527	3.079457	3.928265	3.2746701	3.197153	3.6079814	3.537577	1.3477768	3.4005585	2.9020832	3.8269854	4.038955	2.0687177	4.1471434	2.797981	2.3059022	0.89551634	0.6975079	2.5358188	1.6360707	3.2386792	4.06288	3.1431093	3.6923056	4.365351	2.2956636	2.4041913	3.193979	2.3820114	3.844557	1.895794	0.25434646	1.3419149	3.868365	0.9744496	3.4030027	3.9344785	1.3538239	1.9347409	1.6479095	2.0238042	2.2661586	3.0699804	3.002615	0.34853536	2.801119	4.080677	2.0820684	2.475605	2.4795597	2.702017	1.4505678	0.97344476	1.4648187	0.8739072	0.82695335	1.0901951	1.9519511	3.7656178	1.8142565	3.0738928	1.9348189	3.2709267	0.9390495	0.86966586	2.1351743	4.144186	4.4474936	3.0266688	1.0860647	2.889698	2.5501368	2.272821	2.82001	3.7850766	2.581165	2.8226724	1.4304801	2.317499	2.190397	4.216105	0.61706644	3.8358057	1.6807818	0.84186345	2.019477	2.066989	0.7049605	1.9586707	1.1218975	2.271645	3.6903753	2.0429962	3.3928401	2.526777	2.1493099	3.169687	2.5299065	0.0	3.0633397	1.2105056	4.0404205	0.9175675	2.303059	1.7404937	3.3256373	3.4426997	3.9437165	2.359245	2.4899254	0.5029948	2.0384665	2.3222673	2.1339288
topic/nn	2.6719658	1.7358586	1.2151554	1.0276306	2.2071636	1.4998684	2.0972779	1.8812975	2.2034967	1.7223078	1.6082741	1.7507913	1.4489833	2.6267638	2.7834425	3.455113	1.6913713	1.3297929	1.7566546	1.559006	1.4669604	1.1932896	2.4300845	1.0606326	1.7177001	1.4644424	1.5142437	1.4690468	1.6227645	1.103216	1.1226841	3.2624507	3.2527857	1.5980076	2.688802	1.0780159	1.4211042	1.2062627	0.8989534	1.8962915	2.256826	2.093256	1.0897716	1.7027674	1.5189717	2.3712814	3.2584524	2.673766	1.2461671	3.185644	1.2345718	1.4799247	2.5696523	2.0965633	2.3503485	2.1740198	2.2718964	1.2825758	1.7399758	3.1118014	0.6582759	1.5265906	2.220027	2.1926105	1.286717	0.9717582	2.4640758	3.4533722	2.382455	3.3103318	3.4395056	3.2333615	1.8636743	1.3114212	2.045589	0.30937675	2.347645	1.3241165	3.3239949	3.268503	2.179762	1.6782004	1.906937	0.44074568	2.89247	1.1277245	1.3396899	1.6065413	1.030172	1.410194	1.8012612	1.018933	2.1849182	1.3271459	1.7688296	1.7409772	3.1165059	1.6877573	2.377137	3.3215697	2.0853713	1.7446676	3.259885	2.2407484	2.485568	1.5586592	1.1991948	1.688082	1.2823207	2.2728527	1.869251	0.23751573	1.9847416	3.0633397	0.0	2.354505	1.6567277	3.3812456	1.8784194	2.072626	1.4087994	1.624868	1.6762793	1.9919859	1.2309127	3.2631948	1.7693257	1.5061404	2.3556566
trek/np	0.39498565	3.376146	2.9094012	2.0876892	1.2246132	3.2522814	1.9871911	2.13624	2.260423	3.359835	2.9753335	0.78749186	2.429911	0.92773324	1.2786646	1.2721388	2.4337208	3.109527	2.6154687	2.5092418	2.7689412	2.7220356	1.0546368	2.5708656	2.0915937	2.9931052	3.1873605	1.59521	3.3315153	2.2031853	1.7910825	1.2823254	1.2026743	1.7967781	1.4055939	2.4322867	3.2232132	2.3641558	2.91969	3.5305376	2.0299423	2.0524633	2.4611	1.7595338	3.013309	1.3399513	1.2829202	1.1606923	3.0524588	1.2667004	2.556461	3.1058445	1.1515074	1.5706216	1.449138	1.7638333	2.1235585	2.2867393	2.3207202	1.1066139	2.1068935	3.2453892	1.4320774	2.2088773	1.9134891	2.113489	1.1182027	1.2759693	1.141196	1.1308926	1.2440977	1.3016769	1.472497	2.9675763	1.0932964	2.3774087	1.7547873	2.454123	1.3571386	1.2351214	1.7668775	3.3167226	3.616065	2.3096898	1.1143035	2.0962455	1.8873676	1.7806537	2.2045999	2.9787652	2.0301578	2.0676649	0.7558559	1.4938034	1.5486605	3.3978968	1.0231959	2.9169328	1.2394028	1.1552235	1.7525523	1.7101818	1.1562825	1.5669943	1.1387544	1.4108303	2.8742435	1.1589779	2.5847862	2.2853987	1.6571922	2.4585655	2.1844752	1.2105056	2.354505	0.0	3.172599	1.2366523	1.5301809	1.2262477	2.4178517	2.7652357	3.0738564	1.6534016	1.7684733	1.159555	1.4251425	1.5624421	2.0035484
troop/nn	3.5214858	0.3577625	1.1760693	1.5306174	2.6147473	0.8524533	3.1209798	2.9615636	3.2443945	0.51974976	0.28799215	2.4401982	1.18168	3.4506245	3.7612898	4.308883	1.5220474	1.2286661	1.4094069	1.2868329	1.31507	1.2310575	3.2933416	0.80247045	1.4792745	1.2625728	1.0981599	2.7103438	0.70359087	1.8966244	2.389044	4.2058163	4.2301044	1.7967745	3.6842632	1.4399743	0.9807623	1.0810127	1.1989005	0.638313	3.1717925	2.992258	1.4081725	2.5172794	1.398283	2.6668124	4.2211185	3.7327797	0.5744897	4.0729423	0.79447776	1.3005977	3.4822493	3.2012937	3.262657	3.0851624	3.3183734	1.8290169	1.529556	4.055429	1.7957813	0.41609687	2.4341464	3.280455	2.0532207	1.955512	3.368181	4.2735653	3.4775374	4.0930715	4.327369	4.2094855	2.9817576	1.2745526	2.4577084	1.606979	3.2547998	0.8509839	4.303952	4.1766987	2.9772246	0.52499694	0.63352376	1.6467242	3.7581954	1.6891601	2.2043502	2.7575436	1.9025289	1.0648878	1.9866202	1.7578567	2.7883558	2.1084616	2.599263	0.43127	3.9799564	0.46150586	3.384615	4.2629476	3.0977147	2.8317826	4.1506376	2.9595888	3.533414	1.913886	1.2824906	2.1938658	1.1478142	3.3253157	2.6269946	1.6011276	3.1181433	4.0404205	1.6567277	3.172599	0.0	4.3193007	2.0285783	2.7124057	0.83163416	1.2485446	0.33188373	2.0664544	2.135786	4.189503	2.7745738	2.3874116	3.3272629
twin/nn	0.87040114	4.509439	3.9381068	3.0668378	2.14794	4.3200445	2.6687527	2.8870509	2.9486206	4.49609	4.1258845	1.9155047	3.4769495	1.2745005	1.1751915	0.36335552	3.5475614	4.1072335	3.7284074	3.6449397	3.7442877	3.706106	1.3132193	3.6762877	3.1629462	3.9750404	4.214167	2.3016334	4.419112	3.2316043	2.6372027	0.48890558	0.36833936	2.8553302	1.444121	3.405816	4.2684813	3.5204158	3.946716	4.640059	2.7547789	2.8401523	3.5055587	2.6870196	3.9645379	2.2156677	0.79033566	1.1497651	4.1593013	0.6083017	3.653566	4.081583	1.333853	2.1163826	2.0837667	2.4949791	2.7612538	3.1476672	3.4201162	0.620763	3.0659509	4.3918643	2.3686469	2.917779	2.9287815	3.1375744	1.3763496	0.41113287	1.4302663	0.63875633	0.39602432	0.6355536	2.078733	3.9638996	2.021681	3.4115608	2.4471369	3.5820117	0.55581045	0.43541735	2.5732772	4.4262514	4.7451944	3.317694	0.8522491	3.1438532	2.8564692	2.5205765	3.2205005	4.028772	3.1078045	3.1587996	1.7894067	2.5842605	2.1786287	4.5424304	0.6908943	4.059316	1.5063868	0.29813772	2.4314375	2.4667385	0.44118962	2.357749	1.4883474	2.444927	3.8566153	2.1625881	3.6468375	2.9938054	2.5867364	3.4696355	2.9436057	0.9175675	3.3812456	1.2366523	4.3193007	0.0	2.546525	2.2156591	3.5407987	3.8937318	4.243163	2.692238	2.6720517	0.46726394	2.1179461	2.4282987	2.6577554
university/nn	1.7988156	2.2457256	1.8377904	1.4127692	0.7024595	2.2014182	2.5206773	2.5350406	2.7913845	2.323358	1.787179	1.0809066	1.1850007	1.6275356	2.3929818	2.478094	1.3414744	2.133352	1.4404016	1.4312208	1.8155748	1.7831807	1.8027601	1.6538025	0.6486282	1.9508717	2.116562	2.0011253	2.2452874	1.4692733	1.9224406	2.5276334	2.4670236	0.5112238	2.461455	1.5626667	2.1816845	1.4795465	2.115843	2.3664598	2.6048875	2.5362282	1.4147596	2.0949407	2.0453417	0.73385596	2.441657	2.3832934	2.0029812	2.347303	1.4751736	2.1070411	2.1316838	2.390677	2.2480547	2.3288736	2.7311735	1.668748	1.0821625	2.2566772	1.7695154	2.2342591	0.4871176	2.8269606	1.2234867	1.5154628	2.0333421	2.444257	2.2688332	2.1899722	2.4953654	2.6233065	2.1578119	1.9281142	0.5583737	1.7736441	2.419815	1.2802001	2.6607115	2.449415	2.2865863	2.1687348	2.4801087	1.9044085	2.0956187	1.8096316	1.9799227	2.2466416	1.4975954	1.8175111	1.235442	1.8414402	1.2048115	1.5755525	1.5876752	2.2913308	2.112997	1.7894002	2.1859236	2.518105	2.3860724	2.18083	2.3034186	2.1056602	2.238962	0.6670772	1.9927689	0.7448018	1.3985213	2.8841016	1.9718163	1.9570576	2.7422986	2.303059	1.8784194	1.5301809	2.0285783	2.546525	0.0	1.5634573	1.3068038	1.6178592	1.9675362	0.4100895	1.7541786	2.4049761	1.9616319	1.7987871	2.6343699
us/pp	1.4505101	2.907322	2.762952	2.0295968	1.3445163	2.9748673	1.2683076	1.3926508	1.4962896	2.7994077	2.544866	1.1719589	2.3727462	1.4050175	2.0004432	2.1417718	1.834334	3.0124295	2.0436418	1.8705103	2.6654484	2.6573248	1.72082	2.187127	1.9383307	2.9456155	3.0492656	1.5864888	2.972454	1.9151338	1.5129144	2.1138654	2.059972	1.6796188	1.9643407	2.4136398	3.0421593	1.7150048	2.6697288	3.1288972	1.2244939	1.243969	2.2857172	1.1565675	2.995757	1.4575503	1.9067206	1.8497297	2.6728249	2.1407998	2.281415	3.053669	1.6395639	1.5087581	0.86653835	0.9555602	1.4241887	2.4200654	1.86889	1.8621595	1.8717606	2.7050166	1.5171442	1.5615531	1.6658238	1.8179702	1.6842391	2.1999195	1.655097	2.057484	2.172745	2.1127045	1.5696626	2.8925998	1.3741201	2.1078045	0.9340216	2.073616	2.1285017	2.10184	0.87471944	2.9328265	3.1588352	1.9836887	1.9606894	1.6474539	1.3387794	1.5359253	1.9817449	2.8101635	1.3537499	1.4488436	0.6329152	1.0372895	1.9892268	2.8543854	1.8812014	2.5161102	1.8765992	2.0682814	1.1540865	1.1752795	2.0798814	0.75398517	1.2032582	1.4693011	2.7786083	1.4316775	2.4413333	1.5823612	0.7090341	2.176984	1.5919986	1.7404937	2.072626	1.2262477	2.7124057	2.2156591	1.5634573	0.0	2.1201768	2.1884792	2.5261908	1.4858412	1.6475958	1.9456446	1.5712659	1.523268	1.225989
veteran/nn	2.759591	1.1029998	1.1257285	0.9919347	1.9236684	1.2021128	2.677465	2.5822573	2.8702052	1.1565305	0.64043504	1.6858956	0.6977439	2.730344	3.0239458	3.534144	1.3061345	1.2476599	1.2858098	1.1383885	1.0195642	0.989448	2.5511642	0.64261603	0.8895413	1.1390349	1.1908892	2.1392074	1.1961228	1.5580614	1.899005	3.443777	3.4658349	1.1807978	2.9752967	0.9867336	1.1911631	0.829559	1.248301	1.2894646	2.753117	2.596951	1.0987165	2.0561814	1.2384812	1.978769	3.494176	3.007853	0.90959996	3.3058655	0.5456062	1.2430332	2.7683892	2.6196344	2.686819	2.587108	2.8986528	1.2902242	1.2002071	3.3070545	1.3765979	1.051049	1.7421548	2.8985474	1.5978321	1.5965227	2.6446273	3.4924874	2.784527	3.3137124	3.553403	3.4527323	2.3710792	1.1832261	1.6943887	1.3583663	2.760349	0.5271035	3.5479097	3.412069	2.4943933	1.1021146	1.3775426	1.3555899	2.9935622	1.3058586	1.7730229	2.2516148	1.5473552	1.047384	1.6072385	1.4176861	2.0850668	1.5501122	1.8957791	1.1771271	3.2174814	0.5489378	2.6676495	3.5010467	2.5966246	2.3279757	3.3762538	2.4148924	2.8745537	1.1388153	1.1145947	1.4084876	0.85999596	2.960517	2.1364608	1.3908372	2.7482665	3.3256373	1.4087994	2.4178517	0.83163416	3.5407987	1.3068038	2.1201768	0.0	1.2595736	0.8222625	1.4312872	1.594872	3.4376397	2.1395648	1.7655053	2.8862517
veto/nn	3.0874329	1.3978193	1.387667	1.7782218	1.9453368	1.6438518	2.8214939	2.6699588	2.9297962	1.506952	1.0775623	2.2222552	1.34616	2.8180423	3.6113555	3.8320568	0.43935677	1.8433292	0.2935794	0.36608148	1.9078335	1.7211215	3.0823689	1.2732868	1.1996307	1.8284278	1.783631	2.6144886	1.5675538	1.1542456	2.2698407	3.840164	3.7651906	1.224379	3.5874171	1.7112838	1.7235522	0.8962244	1.7203205	1.597001	2.8441954	2.7217884	1.0949286	2.4155645	2.0196612	2.0067267	3.6199424	3.5283616	1.236073	3.7130845	1.2048496	1.9347696	3.2928126	3.0855262	2.8796792	2.6952298	2.9993696	2.160715	0.6084887	3.5169086	1.9110452	1.3420233	1.8384488	2.9865937	1.2554586	1.2809062	3.2164605	3.8330948	3.290817	3.5769417	3.832735	3.903407	2.9187505	1.6597329	2.0718484	1.4426513	2.8116586	0.8278758	3.941522	3.7793434	2.6473467	1.403702	1.5547668	1.793228	3.4578285	1.9113703	2.1973562	2.715278	1.2677634	1.3219131	1.0017743	1.748151	2.2841582	1.9943411	2.642153	1.3252225	3.4287329	1.3646263	3.3084354	3.8212514	2.828893	2.5995452	3.6570382	2.6594472	3.1429389	1.800021	1.8486269	2.0310776	1.1293402	3.0058482	2.3044183	1.7200155	2.870388	3.4426997	1.624868	2.7652357	1.2485446	3.8937318	1.6178592	2.1884792	1.2595736	0.0	1.1483109	1.4463034	2.2662804	3.6781275	2.7801862	2.481871	2.9327583
vietnamese/nn	3.427427	0.59921855	1.3635436	1.6078221	2.5143569	1.125602	2.9665146	2.8159235	3.0800126	0.5780156	0.3499356	2.3655005	1.2902974	3.3582191	3.7104146	4.2232995	1.3790174	1.4710358	1.2865028	1.132374	1.4445412	1.4307934	3.2568467	0.86852723	1.4480627	1.4812732	1.3334436	2.671863	0.97419816	1.8530091	2.337998	4.135449	4.146776	1.7404339	3.6286297	1.5570865	1.255003	0.90377915	1.3706867	0.90012974	2.9941432	2.8204913	1.4614065	2.3794823	1.6101404	2.5633447	4.1235833	3.669233	0.7838229	4.018575	0.9138895	1.5377203	3.4156945	3.1112149	3.0988514	2.9079947	3.160689	1.9389209	1.421094	3.969279	1.8070927	0.49859554	2.3431044	3.1221135	1.9883032	1.9067495	3.3155587	4.195653	3.4108706	4.0104027	4.2418942	4.13402	2.9236503	1.4839785	2.3941028	1.6305196	3.0694206	0.8464177	4.2226524	4.1070123	2.7882707	0.8079501	0.86082846	1.6553471	3.7114234	1.6221354	2.0960803	2.6818483	1.8760885	1.24831	1.8199767	1.6358956	2.645876	1.9836446	2.6290977	0.55438167	3.8935137	0.4493435	3.3475976	4.1754303	2.9522612	2.7089612	4.0752473	2.7777429	3.4139822	1.8787566	1.4709625	2.1565068	1.254489	3.1577702	2.4444203	1.644217	2.9749062	3.9437165	1.6762793	3.0738564	0.33188373	4.243163	1.9675362	2.5261908	0.8222625	1.1483109	0.0	1.960916	2.1182637	4.0995855	2.7291627	2.3310094	3.1516747
washington/np	1.9221402	2.2892385	1.9657524	1.6814996	0.620121	2.3327787	2.537852	2.5460234	2.7796497	2.3575792	1.8139684	1.3006569	1.3736001	1.6697032	2.6331143	2.5935924	1.1066893	2.3277853	1.2251799	1.2540131	2.0393348	2.0107586	2.0604093	1.7699606	0.72429824	2.1613097	2.285702	2.201705	2.3442	1.4157275	2.074078	2.6954541	2.5971336	0.5135456	2.698049	1.7975473	2.3422058	1.4366623	2.2783318	2.432395	2.5852704	2.5294485	1.4802747	2.1647115	2.2800336	0.6226263	2.4963076	2.5943487	2.0815384	2.5388002	1.6083707	2.3200564	2.3445678	2.546577	2.262506	2.312741	2.7323298	1.980511	0.8617253	2.3524413	1.9596754	2.2651255	0.4175275	2.8230064	1.1512034	1.4857366	2.2737746	2.5816083	2.4702148	2.291335	2.6008174	2.8015752	2.3634734	2.104821	0.81019455	1.863051	2.3771682	1.3165606	2.8185449	2.6106508	2.264644	2.2391996	2.5171566	2.0532744	2.3172896	1.9484262	2.0824018	2.403013	1.4854872	1.9240979	0.9422009	1.8973461	1.2075387	1.671896	1.934572	2.3022256	2.2003899	1.857054	2.4496417	2.6438227	2.4320562	2.25762	2.4266825	2.1076536	2.3248672	0.9897192	2.2061148	1.0779226	1.504668	2.8619566	1.9564761	2.0960958	2.757866	2.359245	1.9919859	1.6534016	2.0664544	2.692238	0.4100895	1.4858412	1.4312872	1.4463034	1.960916	0.0	1.9847083	2.5041125	2.1991522	2.0253885	2.6038194
white/nn	2.030079	2.2395942	2.009153	0.87550175	2.0576422	2.0342948	1.5999922	1.5456263	1.8362818	2.1527658	2.0775523	1.1414111	1.7996659	2.1847808	1.8199444	2.745258	2.1589189	1.9715486	2.272931	2.0370317	1.7369109	1.6031535	1.5463611	1.3820933	1.877248	1.9908645	2.1299293	0.73709905	2.1141794	1.9058018	0.70179254	2.4437385	2.5763965	1.8170325	1.6781458	1.498851	2.059887	1.5557129	1.5649548	2.3878205	1.7570915	1.6030937	1.8769372	1.0032862	1.9572587	2.2020588	2.67727	1.7761669	1.9134892	2.3845842	1.5585766	2.0254393	1.5778778	1.1931291	1.6880759	1.6867703	1.815495	1.2676986	2.1441984	2.4998717	0.6777845	2.0565488	2.0893416	1.8468436	1.8510171	1.767273	1.467401	2.7203941	1.484202	2.7065074	2.7952113	2.3684053	0.9056976	2.014765	1.6366106	1.4340767	1.8598233	1.6976416	2.4974263	2.4769876	1.6398214	2.1944091	2.462512	0.90612024	2.0626757	0.6618931	0.7172722	0.8163912	1.8648858	2.1535249	2.0547006	0.9384805	1.6755798	0.7773246	1.0425812	2.2680228	2.5584974	1.9923373	1.4071385	2.603049	1.4420574	1.1610898	2.6307588	1.5667043	1.7431781	1.1351677	1.7106621	1.176054	1.9267858	1.955947	1.3828003	1.1721463	1.679986	2.4899254	1.2309127	1.7684733	2.135786	2.6720517	1.7541786	1.6475958	1.594872	2.2662804	2.1182637	1.9847083	0.0	2.5863068	0.70313495	0.5154337	1.8950163
wife/nn	0.7858635	4.3721733	3.8475263	2.987796	1.9480081	4.2134504	2.4368525	2.657944	2.7136898	4.352907	3.9963965	1.8430257	3.3932703	0.9666784	1.2779529	0.33386126	3.3161235	4.0538607	3.5043797	3.424604	3.7028828	3.6481001	1.2762927	3.5485938	3.0253024	3.9328816	4.155945	2.210862	4.295053	3.0560083	2.5019588	0.5578172	0.34994847	2.6984186	1.5100496	3.357965	4.193382	3.3385372	3.8499546	4.511712	2.5122952	2.6120691	3.384907	2.5184093	3.9394023	2.019458	0.38212898	1.2121637	4.036356	0.65803844	3.5338519	4.044147	1.2742125	2.0197544	1.8366722	2.2484777	2.5229595	3.142016	3.2107255	0.28917527	2.9638495	4.2502203	2.1958709	2.7121046	2.7386007	2.9631984	1.3584248	0.51150316	1.4260314	0.6022437	0.46412036	0.7715685	2.0181565	3.9021814	1.88186	3.286115	2.175936	3.430111	0.6166081	0.4700081	2.3337333	4.2954745	4.6075926	3.2049856	0.8713694	3.0171206	2.7040532	2.410115	3.0659633	3.938399	2.8397732	3.000229	1.5546467	2.4439924	2.1947489	4.388731	0.5159642	3.953583	1.5799625	0.38858974	2.220384	2.2763286	0.41685584	2.125619	1.2704208	2.342521	3.8112128	2.0836217	3.544136	2.7739756	2.3534503	3.3588917	2.758068	0.5029948	3.2631948	1.159555	4.189503	0.46726394	2.4049761	1.9456446	3.4376397	3.6781275	4.0995855	2.5041125	2.5863068	0.0	2.0753176	2.3802254	2.3939
woman/nn	1.601673	2.9080632	2.5774882	1.4577398	2.0834699	2.710099	1.4401819	1.5120499	1.7325695	2.8094225	2.6845078	1.0750518	2.3027625	1.8931348	1.1685468	2.225901	2.5901089	2.5671816	2.7378485	2.5184364	2.241396	2.1818702	1.0903996	2.038621	2.2736807	2.5401843	2.7200584	0.5363552	2.7977097	2.2705002	0.8759919	1.8576137	2.036165	2.1247041	0.9952133	1.9864302	2.699891	2.0863087	2.2277822	3.0607955	1.624547	1.5389882	2.3542032	1.0593762	2.485889	2.2280927	2.2071235	1.1142619	2.5675073	1.8540608	2.181524	2.5877297	0.98558027	0.6766442	1.3567954	1.5029626	1.6464431	1.6642145	2.555623	2.023312	1.2455817	2.7182877	2.1823194	1.7337023	2.137492	2.1173687	0.886246	2.2063115	0.8238402	2.2646909	2.2847443	1.737678	0.31179053	2.5709412	1.6551175	1.9443913	1.6499884	2.2634637	1.8845531	1.9258478	1.5024759	2.866595	3.1410813	1.5038649	1.5540805	1.2643354	1.012801	0.6554454	2.2274954	2.7155857	2.3550682	1.4194267	1.5273461	1.0059111	0.96323925	2.9331915	2.1277647	2.5766702	0.76517737	2.0560665	1.1994227	1.0066597	2.1451628	1.3700933	1.2279859	1.3839755	2.2732944	1.274714	2.4483688	1.8565649	1.3634359	1.7570484	1.6199174	2.0384665	1.7693257	1.4251425	2.7745738	2.1179461	1.9616319	1.5712659	2.1395648	2.7801862	2.7291627	2.1991522	0.70313495	2.0753176	0.0	0.4822135	1.715379
