	actress/nn	advance/vv	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boy/nn	brother/nn	bush/np	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	company/nn	competitor/nn	convict/nn	country/nn	court/nn	criminal/nn	dad/nn	daughter/nn	district/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friend/nn	girl/nn	government/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	her/pp	him/pp	horses/nn	household/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kitty/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/pp	member/nn	mom/nn	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	stomach/nn	stranger/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	wwf/np	you/pp
fbi/np	2.7774339	1.5815617	0.6458188	1.2448117	1.8300594	1.445567	2.7772057	2.6287482	2.9469028	1.7237906	1.229001	1.8834487	0.80287457	2.5814648	3.1555805	3.520058	1.1927987	1.1474355	1.179288	1.1588682	1.2635489	1.0265774	2.6516924	1.1488917	1.0832673	1.0835396	1.1980808	2.1431327	1.5517175	0.74062544	1.869144	3.4668465	3.3977268	0.9874719	3.1462321	0.831613	1.2512863	1.1825892	1.2543074	1.7128061	2.923777	2.7948132	0.0	2.3828409	1.2501173	1.9381547	3.368221	3.0889342	1.084328	3.3196647	1.0295378	1.1960444	2.942718	2.7843804	2.8365633	2.7060895	2.983743	1.326455	1.0911307	3.2026546	1.3997953	1.5258639	1.7370906	2.970432	0.9275056	0.8504213	2.819796	3.5024858	2.8729882	3.2592747	3.4940543	3.516981	2.5117834	0.85004747	1.8043315	0.82364523	2.87599	0.9159576	3.5789106	3.425926	2.7188456	1.480121	1.7596213	1.3478765	3.0420697	1.7784256	2.075901	2.395782	0.6806845	0.69597226	1.5024698	1.7023929	2.2250443	1.8549515	1.9832989	1.6288991	3.1141362	1.4072577	2.8073757	3.4883952	2.7426505	2.41778	3.2927454	2.7002316	2.9199874	1.451248	1.1020333	1.6220449	0.4290293	3.0342445	2.367155	1.1929336	2.8071485	3.193979	1.0897716	2.4611	1.4081725	3.5055587	1.4147596	2.2857172	1.0987165	1.0949286	1.4614065	1.4802747	1.8769372	3.384907	2.3542032	2.0666723	2.9873369
folk/nn	2.006632	2.641147	2.6485007	1.7043793	2.181242	2.6349332	0.91351134	0.9209494	1.0741503	2.4715998	2.4519687	1.3840988	2.4243927	2.1945343	1.9744729	2.7211525	2.225176	2.7176874	2.3891828	2.1184516	2.4557621	2.3801033	1.8592497	1.8688253	2.2834482	2.7457137	2.8189638	1.1047329	2.6413236	2.1713028	1.0005094	2.4683983	2.5612438	2.1559553	1.7958168	2.2515907	2.736246	1.6706494	2.221893	2.85812	0.85993534	0.6938648	2.3828409	0.0	2.7488177	2.3217144	2.5608408	1.8345743	2.4070911	2.5132844	2.1036875	2.7961402	1.6520128	0.95348465	1.0314804	0.9394405	1.0989612	2.1550379	2.312563	2.4763079	1.3648586	2.3798664	2.2855537	1.0969297	2.0749578	2.0151336	1.6554528	2.7391272	1.5117762	2.7418284	2.7746897	2.3563461	1.0423355	2.730672	1.9430455	1.8941846	1.0590242	2.084138	2.4568849	2.5065691	0.78866524	2.676907	2.8709903	1.4421552	2.2640324	0.9400379	0.43136632	0.749544	2.1896038	2.7552128	1.9587214	0.852764	1.5059651	0.60603935	1.8290689	2.593813	2.5702465	2.3793154	1.6879504	2.5421333	0.76260304	0.72371316	2.6786838	0.8490779	1.4217795	1.6400043	2.4654865	1.6589761	2.492673	1.1755956	0.635714	1.7209405	1.0096552	2.3820114	1.7027674	1.7595338	2.5172794	2.6870196	2.0949407	1.1565675	2.0561814	2.4155645	2.3794823	2.1647115	1.0032862	2.5184093	1.0593762	0.97240096	1.1033255
food/nn	3.3179266	1.4815633	0.81051236	1.2195078	2.6431808	1.1506711	3.260987	3.1245697	3.4660747	1.5978297	1.3780055	2.3149824	1.0235224	3.2948146	3.3483505	4.0250936	2.1893451	0.47435907	2.1304498	2.0477238	0.5309511	0.5560225	2.9099128	1.2606813	1.6725955	0.25652373	0.5152878	2.3848963	1.3300011	1.9106972	2.1930246	3.8540854	3.9083502	1.8600088	3.295988	0.67192674	0.7727471	1.7774719	1.0415962	1.4916341	3.4569972	3.2893372	1.2501173	2.7488177	0.0	2.7231443	4.0175977	3.3655477	1.1060427	3.6895509	1.1738582	0.25007474	3.203294	3.053508	3.3830082	3.2875562	3.494529	0.9046293	2.063289	3.7886577	1.5335193	1.5186286	2.4851117	3.4951034	2.0639217	1.9402388	3.039939	3.9642622	3.1615381	3.8104143	4.024136	3.8586638	2.710933	0.5532103	2.34945	1.4535575	3.50139	1.4409853	3.9743876	3.8485987	3.2620595	1.3703316	1.6240691	1.5313404	3.3628855	1.9205816	2.369224	2.627863	1.8054928	0.86306566	2.5270162	2.0906312	2.8933191	2.2721896	1.9573872	1.6357079	3.72129	1.3571419	2.9506116	3.9816074	3.1952713	2.8419626	3.8199134	3.189515	3.4259748	1.8022314	0.42752984	1.9823186	1.0398476	3.5832276	2.9199607	1.4260608	3.3009841	3.844557	1.5189717	3.013309	1.398283	3.9645379	2.0453417	2.995757	1.2384812	2.0196612	1.6101404	2.2800336	1.9572587	3.9394023	2.485889	2.1507432	3.567555
fred/np	1.5234812	2.8887777	2.4575105	2.0517359	0.2081028	2.8827944	2.5776958	2.6463366	2.8432558	2.94518	2.4165764	1.2974133	1.8777574	1.1977984	2.3807557	2.0834699	1.6334847	2.8097744	1.7760563	1.8088208	2.4823358	2.4642017	1.8321958	2.2960777	1.2859366	2.6307125	2.7970526	2.2611942	2.9143476	1.7561967	2.235091	2.271984	2.1335487	0.9894725	2.501215	2.1986628	2.8693562	1.9678893	2.7610567	3.024977	2.6308482	2.6218483	1.9381547	2.3217144	2.7231443	0.0	2.0015461	2.3438137	2.6429389	2.1179934	2.152937	2.7868097	2.1317902	2.5148182	2.167162	2.3177416	2.752531	2.2808182	1.4224796	1.8649883	2.2778277	2.8502908	0.26693973	2.8784478	1.4220123	1.7974234	2.0825818	2.0859654	2.2908664	1.7450632	2.079032	2.4199688	2.3571827	2.5760622	0.69777876	2.256211	2.338958	1.8959205	2.4064438	2.1721935	2.3019867	2.826107	3.1164055	2.424702	1.9563576	2.3047118	2.3164322	2.4987433	1.8148898	2.4405599	1.3072699	2.2465255	1.0021988	1.887342	1.967406	2.904242	1.6743164	2.4376493	2.2942967	2.1846323	2.4424696	2.3179173	1.9130293	2.104433	2.1006927	1.2381346	2.6548536	1.1755575	2.0162115	2.9186263	2.0580506	2.4893641	2.8461947	1.895794	2.3712814	1.3399513	2.6668124	2.2156677	0.73385596	1.4575503	1.978769	2.0067267	2.5633447	0.6226263	2.2020588	2.019458	2.2280927	2.1589293	2.59738
friend/nn	0.95988756	4.402494	3.8637822	3.0674713	1.9222568	4.2574162	2.3958588	2.6021712	2.6470606	4.384652	4.024993	1.9584006	3.444831	0.86556655	1.5345372	0.64387465	3.251099	4.106736	3.445792	3.3765152	3.7871783	3.714178	1.479893	3.5875428	3.053199	3.9990284	4.2152224	2.2666824	4.33346	2.9763355	2.5176175	0.86988616	0.60688287	2.6894205	1.7368207	3.4143128	4.241761	3.3325365	3.8858798	4.549287	2.4726963	2.5867913	3.368221	2.5608408	4.0175977	2.0015461	0.0	1.4246432	4.0565696	0.96882343	3.5788736	4.1088214	1.4808947	2.1018076	1.8197287	2.2050653	2.4554453	3.2420425	3.1647205	0.32108945	3.0040665	4.272033	2.1983159	2.6484067	2.6538756	2.8848922	1.5755924	0.85223025	1.5850044	0.76869935	0.66479313	1.0743659	2.124451	3.9393861	1.9485097	3.2664928	2.1069257	3.4458132	0.90419346	0.8177279	2.309863	4.327096	4.633893	3.2284591	1.1463598	3.0790727	2.7444344	2.4647906	2.997474	3.9566824	2.7494977	3.0156324	1.570707	2.4932973	2.348642	4.406674	0.5556398	4.0067024	1.7929182	0.7164754	2.2109206	2.2729545	0.60647196	2.1342168	1.2903265	2.4302433	3.8713477	2.1898785	3.559499	2.6988642	2.3367598	3.36862	2.7068954	0.25434646	3.2584524	1.2829202	4.2211185	0.79033566	2.441657	1.9067206	3.494176	3.6199424	4.1235833	2.4963076	2.67727	0.38212898	2.2071235	2.49776	2.3157299
girl/nn	1.0504869	3.8939188	3.4236798	2.3853614	2.2201736	3.6816154	1.8819098	2.07952	2.1714776	3.8268642	3.593954	1.4615455	3.0600946	1.5422122	0.32369944	1.3355358	3.248539	3.4851196	3.425154	3.2600794	3.1341977	3.0890815	0.8289827	3.0181785	2.892	3.4112878	3.6307588	1.3602434	3.783044	2.877132	1.7685232	0.8830091	1.1080651	2.6422894	0.40020117	2.826275	3.6455996	2.9601405	3.2226954	4.037005	2.0243857	2.0601504	3.0889342	1.8345743	3.3655477	2.3438137	1.4246432	0.0	3.537629	1.0099964	3.087863	3.4820702	0.5437366	1.078595	1.4699667	1.8370856	2.000273	2.493742	3.173985	1.2447516	2.2532637	3.728347	2.405694	2.138069	2.649287	2.7339482	0.56538886	1.3359822	0.35579333	1.5265876	1.4001318	0.681701	1.0279051	3.4227495	1.8937789	2.7893748	1.8642058	3.1019068	0.85102487	1.0052176	1.9024493	3.831236	4.130557	2.5117872	0.8650335	2.30798	1.9732155	1.5124623	2.8435392	3.550069	2.8749938	2.3757622	1.6175915	1.8397226	1.5104088	3.9227622	1.4208045	3.4953082	0.5002587	1.1057606	1.6136405	1.6115603	1.3215432	1.7209657	0.9006573	2.0045288	3.2013705	1.761948	3.222089	2.245434	1.9149507	2.7154982	2.120004	1.3419149	2.673766	1.1606923	3.7327797	1.1497651	2.3832934	1.8497297	3.007853	3.5283616	3.669233	2.5943487	1.7761669	1.2121637	1.1142619	1.5099403	1.9935617
government/nn	3.3934798	0.63496184	0.75036395	1.2608336	2.5570197	0.6654229	2.9668312	2.7799058	3.0891924	0.79813427	0.6401837	2.3262665	1.0660204	3.3013198	3.5785549	4.172722	1.5239552	0.8378699	1.4347724	1.3027618	1.1411295	0.8472558	3.118351	0.60984355	1.5128919	0.9620017	0.8498718	2.428016	0.6531139	1.6028671	2.0987978	4.039624	4.063921	1.7139769	3.5009513	1.0941699	0.6636575	1.0715647	0.77471477	0.8221622	3.0612574	2.8798392	1.084328	2.4070911	1.1060427	2.6429389	4.0565696	3.537629	0.0	3.9065075	0.6622579	0.96898454	3.3254147	3.00507	3.153756	2.9652164	3.1679473	1.5184267	1.5410004	3.890527	1.4596506	0.56418693	2.4190578	3.1203225	1.8093835	1.6433545	3.2015676	4.1411705	3.2720625	3.9670863	4.1824684	4.045413	2.7565515	0.88286436	2.389719	1.181171	3.1527429	0.8186794	4.141576	4.0166054	2.9039583	0.5900154	0.8166914	1.2938739	3.591336	1.5592438	2.0497134	2.5299652	1.5824677	0.7539136	1.9594293	1.6106551	2.7385046	1.9919969	2.356069	0.70940113	3.8350675	0.8435896	3.1806383	4.114755	2.947585	2.642885	3.9940438	2.9097033	3.368134	1.8255336	0.88789904	2.0826406	0.9024871	3.1783843	2.5513527	1.1878548	2.936245	3.868365	1.2461671	3.0524588	0.5744897	4.1593013	2.0029812	2.6728249	0.90959996	1.236073	0.7838229	2.0815384	1.9134892	4.036356	2.5675073	2.2051852	3.2063637
grandparent/nn	0.9473306	4.239991	3.703491	2.7586675	2.0505843	4.030394	2.5396712	2.7510762	2.8604927	4.22863	3.8955956	1.7600464	3.2349923	1.2130282	0.9149484	0.62393844	3.3847706	3.841244	3.552204	3.4610906	3.4664736	3.4193642	0.8813781	3.4097183	2.9491541	3.706942	3.9514601	2.0605202	4.1249676	3.1125927	2.4077857	0.38317338	0.6113374	2.6856897	1.195425	3.1586976	3.999086	3.3163774	3.6714668	4.353851	2.6634123	2.725162	3.3196647	2.5132844	3.6895509	2.1179934	0.96882343	1.0099964	3.9065075	0.0	3.3833215	3.8129804	0.9906623	1.9437017	2.0043626	2.4072616	2.6775804	2.8589973	3.2508845	0.7302376	2.803969	4.143156	2.2367525	2.8819048	2.817859	3.020782	1.019562	0.54800665	1.2816314	0.84882003	0.83917093	0.61151046	1.8510948	3.7184708	1.7978252	3.226764	2.4010112	3.3444958	0.57159275	0.282979	2.485349	4.1471043	4.472549	3.0813673	0.3510913	2.8927104	2.6436372	2.3122551	3.1011896	3.8037539	2.979631	2.9734654	1.6986226	2.420394	1.8284507	4.2801337	0.8817317	3.8282363	1.2545598	0.6760806	2.2968779	2.2953296	0.6732158	2.2378476	1.4061995	2.1798823	3.5927832	1.9127191	3.4334552	2.9639304	2.4609578	3.244885	2.8918855	0.9744496	3.185644	1.2667004	4.0729423	0.6083017	2.347303	2.1407998	3.3058655	3.7130845	4.018575	2.5388002	2.3845842	0.65803844	1.8540608	2.1882663	2.5946627
group/nn	2.8852367	0.9168762	0.9102146	0.8369763	2.0751126	0.81221026	2.7400289	2.6073084	2.912398	1.0839596	0.69876134	1.812147	0.6777018	2.8281093	3.1076436	3.6544678	1.3409414	1.0277195	1.2957821	1.1631631	1.1101502	0.76862866	2.6065667	0.39478487	1.0356685	1.030073	1.0483277	2.1331928	0.836429	1.5087378	1.8754936	3.539049	3.5669904	1.2941898	3.0586755	0.97698563	0.9010407	0.92981666	0.9069572	1.0398766	2.8138857	2.646382	1.0295378	2.1036875	1.1738582	2.152937	3.5788736	3.087863	0.6622579	3.3833215	0.0	1.1109962	2.83968	2.6689715	2.8057058	2.6984496	2.9507253	1.2930343	1.2682244	3.4025168	1.287677	0.94041324	1.9227442	2.935595	1.5977592	1.5397886	2.7115033	3.6091013	2.8495634	3.4506607	3.6820693	3.5549357	2.4043708	1.0128736	1.8377067	1.1963243	2.8636045	0.44910672	3.6482246	3.4975934	2.6205013	0.793265	1.1394663	1.2236967	3.0696943	1.2791694	1.7927595	2.2641444	1.5021728	0.9220029	1.6743499	1.430405	2.2511723	1.6415104	1.9270327	1.0185593	3.3364894	0.80000687	2.7349553	3.6023273	2.6678598	2.3849063	3.4917147	2.5700932	2.9655025	1.2682371	1.0140651	1.5356636	0.7763873	3.000055	2.260514	1.1917021	2.7664921	3.4030027	1.2345718	2.556461	0.79447776	3.653566	1.4751736	2.281415	0.5456062	1.2048496	0.9138895	1.6083707	1.5585766	3.5338519	2.181524	1.8648463	2.9557478
grower/nn	3.4173033	1.3626236	0.6663723	1.2635045	2.7032323	0.9978214	3.322167	3.1678152	3.506616	1.5224365	1.2961348	2.399717	1.0159066	3.3774211	3.4776697	4.1401343	2.141916	0.2667297	2.0704384	1.9950464	0.7143601	0.5211611	3.0323877	1.2066511	1.6955068	0.21142113	0.41225448	2.4687972	1.1892256	1.8725992	2.253842	3.9775903	4.0180397	1.8847548	3.4256787	0.7362865	0.57652503	1.7535682	0.9382535	1.360755	3.5026114	3.3309126	1.1960444	2.7961402	0.25007474	2.7868097	4.1088214	3.4820702	0.96898454	3.8129804	1.1109962	0.0	3.3222806	3.1411943	3.4604845	3.3475451	3.5441887	1.0525463	2.0310783	3.8898206	1.5758581	1.4152962	2.5473318	3.5246303	2.053486	1.9092779	3.160776	4.0840364	3.2671244	3.921723	4.1364346	3.9842467	2.8063674	0.40095323	2.4360101	1.4041661	3.5563538	1.3871742	4.096329	3.9657476	3.3208706	1.2280579	1.4810622	1.5308777	3.4890604	1.9457384	2.4127393	2.6993952	1.77291	0.72736615	2.5111635	2.0989282	2.9692748	2.3219297	2.0972586	1.5228024	3.820465	1.3207748	3.0726397	4.090521	3.26382	2.911832	3.9311771	3.2690768	3.5196438	1.8857939	0.40677914	2.0775511	0.9719211	3.6098995	2.974637	1.390631	3.3245926	3.9344785	1.4799247	3.1058445	1.3005977	4.081583	2.1070411	3.053669	1.2430332	1.9347696	1.5377203	2.3200564	2.0254393	4.044147	2.5877297	2.257087	3.6164007
grown-up/nn	1.072985	3.6297143	3.2627137	2.1636539	2.0239031	3.4460092	1.7596462	1.9679081	2.0950239	3.5576713	3.3489342	1.3039641	2.8456368	1.4350345	0.4907826	1.3990667	3.0077364	3.3244712	3.176579	3.0108392	2.936582	2.9064398	0.5360491	2.7802148	2.6330292	3.23923	3.444383	1.2891939	3.5249705	2.7690294	1.6515512	0.9842232	1.2433275	2.4321814	0.506836	2.683165	3.4546852	2.7195916	3.0397525	3.7659876	1.9006491	1.9217949	2.942718	1.6520128	3.203294	2.1317902	1.4808947	0.5437366	3.3254147	0.9906623	2.83968	3.3222806	0.0	1.0506347	1.335147	1.7118618	1.9259082	2.355187	2.9303224	1.2923833	2.0985274	3.4869955	2.1791162	2.1305861	2.5302286	2.6396568	0.21827503	1.3738334	0.58332217	1.5622154	1.5422395	0.8832201	0.97393626	3.2708635	1.6331359	2.6838214	1.7527878	2.8507679	0.99966216	1.0524284	1.7456535	3.5720458	3.8691978	2.3699079	0.7501347	2.0823658	1.7848268	1.4260962	2.7529116	3.3790493	2.6416402	2.199869	1.3963135	1.6666006	1.3492892	3.655087	1.4701319	3.2497346	0.59262496	1.2558173	1.4908078	1.4816893	1.4114089	1.5055375	0.86442024	1.7385561	3.052603	1.5261332	3.0421433	2.2259116	1.7197918	2.591065	2.1198602	1.3538239	2.5696523	1.1515074	3.4822493	1.333853	2.1316838	1.6395639	2.7683892	3.2928126	3.4156945	2.3445678	1.5778778	1.2742125	0.98558027	1.366038	1.8959774
guy/nn	1.6818218	3.3310082	3.0682626	2.0219898	2.362924	3.1903374	0.9939808	1.1414851	1.2511034	3.1882493	3.117983	1.4735597	2.8406994	1.9716251	1.2456743	2.2220566	2.864497	3.0967607	3.0393825	2.8042774	2.7872028	2.7382498	1.3908195	2.4793088	2.7340233	3.0980482	3.247484	0.77959627	3.2561738	2.5494113	1.0590199	1.8353264	1.997983	2.5271602	1.0148963	2.5284607	3.2102365	2.3883355	2.677073	3.5125268	1.1651938	1.1377714	2.7843804	0.95348465	3.053508	2.5148182	2.1018076	1.078595	3.00507	1.9437017	2.6689715	3.1411943	1.0506347	0.0	0.95047903	1.1247375	1.1365011	2.2656646	2.8874657	1.9964075	1.6546787	3.0944157	2.523968	1.2472851	2.4058833	2.372034	1.0830413	2.2527092	0.75439787	2.3448448	2.2759995	1.6688955	0.4144946	3.095715	2.05471	2.2846062	1.214642	2.6959376	1.7897102	1.9390565	1.1517817	3.3201156	3.5623798	1.8510293	1.7246622	1.5841291	1.1003397	0.5642084	2.5278692	3.2099757	2.538558	1.5930295	1.6409132	1.2031145	1.5881768	3.3192008	2.1691148	3.0250905	1.0095525	2.0059364	0.7336808	0.72551554	2.1868296	1.0992464	0.89589393	1.8977163	2.8044639	1.7848567	2.9356449	1.3693134	1.1783121	2.1114175	1.197298	1.9347409	2.0965633	1.5706216	3.2012937	2.1163826	2.390677	1.5087581	2.6196344	3.0855262	3.1112149	2.546577	1.1931291	2.0197544	0.6766442	0.9707003	1.225199
her/pp	1.5447778	3.4261928	3.253534	2.3562748	2.0384586	3.4274511	0.7204337	1.0059521	1.0011003	3.2683313	3.1397152	1.5451764	2.9542074	1.6521274	1.6627642	2.0684547	2.5725458	3.4150527	2.7765546	2.5656888	3.052231	3.0519056	1.6493975	2.6388185	2.6420038	3.3802645	3.500581	1.374848	3.4450827	2.4576175	1.4373544	1.8724257	1.9116852	2.381997	1.5419253	2.8066044	3.484905	2.283463	3.001216	3.6458807	0.74329257	0.85512537	2.8365633	1.0314804	3.3830082	2.167162	1.8197287	1.4699667	3.153756	2.0043626	2.8057058	3.4604845	1.335147	0.95047903	0.0	0.5117006	0.86228055	2.6820772	2.630682	1.8061098	2.0284696	3.181722	2.2402496	1.1134931	2.2484944	2.3076773	1.4502962	2.1474285	1.2546011	2.1535187	2.1253254	1.784905	1.2057999	3.346411	1.9336178	2.4628885	0.44327214	2.6890187	1.8145928	1.933687	0.538797	3.4535723	3.6740856	2.1788156	1.8564385	1.8456626	1.3243759	1.1918882	2.4909692	3.348894	2.1218207	1.6872753	1.2161344	1.2740648	2.0657065	3.3731258	1.9619752	3.0799932	1.5969137	1.9209261	0.53534085	0.7823598	2.0661657	0.46895364	0.6775593	1.9687281	3.1376035	1.8766572	3.0202327	1.1544172	0.71504515	2.422037	1.2132792	1.6479095	2.3503485	1.449138	3.262657	2.0837667	2.2480547	0.86653835	2.686819	2.8796792	3.0988514	2.262506	1.6880759	1.8366722	1.3567954	1.4728726	0.70227516
him/pp	1.9102575	3.248851	3.1119094	2.3166327	2.1796618	3.2934442	0.5365251	0.7521875	0.76481146	3.0709953	2.977383	1.7186321	2.9029834	1.9465022	2.036451	2.4845574	2.4201381	3.2882419	2.6195383	2.3869293	2.9675498	2.9491653	1.9819862	2.4891593	2.6387715	3.2751355	3.3748758	1.418037	3.2991226	2.3139658	1.3498299	2.3021827	2.3053527	2.378742	1.8921442	2.716329	3.347424	2.0846562	2.8534434	3.4954271	0.56067985	0.63736	2.7060895	0.9394405	3.2875562	2.3177416	2.2050653	1.8370856	2.9652164	2.4072616	2.6984496	3.3475451	1.7118618	1.1247375	0.5117006	0.0	0.7693827	2.655178	2.5286906	2.1969984	1.9103334	2.9667063	2.3625624	0.97047544	2.1556535	2.1589253	1.7970238	2.5526261	1.5778342	2.541616	2.5388417	2.2152789	1.3562993	3.2208014	2.1103039	2.284887	0.3972102	2.5643091	2.2463777	2.346539	0.35410392	3.3004346	3.497163	2.0099766	2.2398517	1.7274673	1.1830868	1.1724869	2.3538263	3.2049096	2.0132332	1.4844034	1.4468131	1.2181116	2.210472	3.1772134	2.3413818	2.9386125	1.8958606	2.34087	0.52025884	0.6834054	2.4635963	0.6109225	1.0978668	2.0487242	3.0082684	2.009605	2.9099574	0.9993227	0.53193545	2.253345	1.0580928	2.0238042	2.1740198	1.7638333	3.0851624	2.4949791	2.3288736	0.9555602	2.587108	2.6952298	2.9079947	2.312741	1.6867703	2.2484777	1.5029626	1.5133655	0.6478187
horses/nn	2.259194	3.430486	3.340514	2.5352268	2.60284	3.4276214	0.38665968	0.4829803	0.29649556	3.227789	3.2512262	2.077695	3.2020705	2.2937782	2.2094595	2.7860491	2.7771537	3.4570622	2.967708	2.7257285	3.1884818	3.1739843	2.2340186	2.7097	2.9881022	3.5012484	3.5695221	1.4808474	3.439451	2.56737	1.4148579	2.5260577	2.581468	2.7482634	2.0234544	2.9634979	3.5097146	2.3876185	2.936465	3.6511393	0.50063986	0.57559514	2.983743	1.0989612	3.494529	2.752531	2.4554453	2.000273	3.1679473	2.6775804	2.9507253	3.5441887	1.9259082	1.1365011	0.86228055	0.7693827	0.0	2.8721085	2.9045904	2.4619243	2.0267208	3.1446836	2.7917051	0.46286157	2.4512491	2.3884857	2.0202563	2.8881366	1.7234224	2.8708148	2.803984	2.4177063	1.4373798	3.440518	2.5114307	2.4343967	0.65140957	2.8745162	2.4578772	2.6258106	0.7478589	3.4774957	3.646374	2.0953612	2.5138671	1.8689107	1.3040124	1.1559274	2.5938458	3.4672914	2.398021	1.6356868	1.8899962	1.4902136	2.4397762	3.3491204	2.6336303	3.2116864	2.062292	2.6046064	0.54056805	0.7765731	2.7403045	0.95043087	1.2993661	2.4031608	3.2052145	2.370919	3.2011883	0.4761714	0.9426522	2.321181	0.62219244	2.2661586	2.2718964	2.1235585	3.3183734	2.7612538	2.7311735	1.4241887	2.8986528	2.9993696	3.160689	2.7323298	1.815495	2.5229595	1.6464431	1.7132546	0.318539
household/nn	2.5589707	1.9633493	1.2583882	0.73885435	2.1725075	1.6370348	2.6288264	2.5457401	2.88119	1.9940308	1.74639	1.6301084	1.1608881	2.5941687	2.4689384	3.228151	2.1687558	1.1341854	2.197105	2.0616148	0.82961977	0.79825187	2.0707643	1.2984419	1.5882125	1.008773	1.291899	1.5947956	1.8008655	1.7539045	1.5188835	3.0077384	3.0937703	1.619359	2.4176004	0.56116736	1.4050536	1.7008133	1.2476754	2.0416572	2.8558812	2.711012	1.326455	2.1550379	0.9046293	2.2808182	3.2420425	2.493742	1.5184267	2.8589973	1.2930343	1.0525463	2.355187	2.2656646	2.6820772	2.655178	2.8721085	0.0	2.0375047	3.001663	1.0008141	1.8924769	2.0847995	2.908308	1.7896082	1.7128588	2.1846342	3.169994	2.3032734	3.0606837	3.2390907	2.999235	1.892744	1.118459	1.7735562	1.2956066	2.8692427	1.5093741	3.1225183	3.01926	2.6586742	1.8600066	2.1681528	1.1801132	2.5288148	1.495816	1.8093559	1.909211	1.641415	1.3838228	2.3019664	1.7044443	2.2662444	1.6993811	1.0830257	2.0743806	2.9668543	1.6708752	2.0714765	3.173646	2.5152006	2.1656666	3.0335097	2.551835	2.6307786	1.2380726	0.8232512	1.3316401	1.2813133	3.0134153	2.346339	1.2101736	2.726558	3.0699804	1.2825758	2.2867393	1.8290169	3.1476672	1.668748	2.4200654	1.2902242	2.160715	1.9389209	1.980511	1.2676986	3.142016	1.6642145	1.3893014	2.9481254
house/nn	2.6253395	1.7336028	1.5327114	1.68112	1.3830854	1.8944604	2.7122478	2.6246402	2.8796942	1.8384966	1.2887573	1.8384862	1.2024448	2.3383307	3.2404957	3.338807	0.34218287	1.9903301	0.3808554	0.5198019	1.8952261	1.768296	2.6816716	1.4122398	0.78262645	1.8889607	1.9289582	2.4486976	1.8573645	1.0998913	2.179266	3.3946118	3.3027554	0.729229	3.254752	1.6608431	1.9330451	1.001979	1.9291778	1.9074118	2.7435029	2.6485298	1.0911307	2.312563	2.063289	1.4224796	3.1647205	3.173985	1.5410004	3.2508845	1.2682244	2.0310783	2.9303224	2.8874657	2.630682	2.5286906	2.9045904	2.0375047	0.0	3.049443	1.9034375	1.7049857	1.2499808	2.936215	1.0288745	1.2344613	2.8543444	3.3342724	2.9793196	3.0576468	3.3418336	3.4807553	2.7087114	1.760479	1.5557369	1.5559186	2.629863	0.8543946	3.5076056	3.3192635	2.4857829	1.7066098	1.9310461	1.8778003	3.0104342	1.9084154	2.1444037	2.6007497	1.213634	1.4598657	0.69964224	1.7833295	1.8378149	1.8377086	2.344547	1.707361	2.9320705	1.4770986	2.9818203	3.3592725	2.6751618	2.4616835	3.164658	2.4320664	2.8226893	1.4194372	1.9386197	1.6191072	1.1218216	2.9627032	2.1439617	1.8502887	2.8410723	3.002615	1.7399758	2.3207202	1.529556	3.4201162	1.0821625	1.86889	1.2002071	0.6084887	1.421094	0.8617253	2.1441984	3.2107255	2.555623	2.2947822	2.804832
