	actress/nn	advance/vv	agencies/nn	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boys/nn	boy/nn	brother/nn	bush/np	businesses/nn	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	companies/nn	company/nn	competitor/nn	convict/nn	countries/nn	country/nn	court/nn	criminal/nn	criminals/nn	dad/nn	daughters/nn	daughter/nn	district/nn	dogs/nn	employees/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friends/nn	friend/nn	girl/nn	government/nn	grandparents/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	guys/nn	her/pp	him/nn	him/pp	horses/nn	household/nn	houses/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kids/nn	kitty/np	kurds/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/nn	me/pp	members/nn	member/nn	mom/nn	mom/np	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parents/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	sons/nn	stomach/nn	stranger/nn	students/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	things/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twins/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	women/nn	wwf/np	you/pp
countries/nn	1.5330691	2.160378	2.5876732	2.947104	1.9936061	3.0085747	3.2267027	1.7421861	1.5759237	1.5833552	2.634872	2.9178662	1.5010028	3.006011	2.6270263	0.4611941	1.6434739	2.6916955	2.2776864	0.65220517	2.6870325	2.7348495	2.4084675	2.7507918	2.1254697	1.467905	2.8467634	3.3408353	0.823619	2.8574836	1.6131703	1.3097043	0.0	2.9642766	3.1217544	1.4130727	2.7719927	2.9297383	2.4454522	2.6036196	3.019903	0.45842868	1.6099298	1.7825948	1.4410052	2.9566019	2.8391957	2.725376	3.070455	1.7660666	1.7323585	2.9576564	0.837071	1.9197618	2.4336302	0.64818317	2.44191	1.5414106	2.9926226	2.7404037	2.1482797	1.351304	3.0210452	1.9938475	0.7956144	0.33539623	2.230302	1.5632507	2.1581278	1.5388855	3.0726776	0.3724975	2.8361287	2.618349	1.0012977	2.9213874	2.502974	2.4263248	3.0380807	3.0061998	1.0580181	1.3632275	2.291172	2.229388	1.6626354	2.4577389	2.3564212	2.8255959	1.4442655	1.7141654	2.8139756	1.4806	2.1614423	2.323285	1.1406317	1.4944576	2.7919774	2.6242764	2.6913342	1.9288203	3.021295	3.1907833	1.827142	1.5285696	2.0214918	1.0913395	1.2166717	1.3688676	3.0011795	1.5903537	2.5009174	2.96421	2.5270221	1.6876127	1.7231406	3.0222585	2.534149	2.3437603	1.8100678	2.7159219	1.5512378	1.4442732	2.6153595	0.48107433	2.7776277	1.5992167	1.3931087	1.2343	2.9011607	1.3163605	2.6824002	2.469994	2.0360026	1.7410241	0.3718473	0.8685546	2.0953937	1.5981898	2.471176	2.6642678	1.4087491	2.7512167	1.4572245	2.3348846	1.3075596	2.2311897	3.0763466	3.178593	1.67728	2.7379274	1.5141811	1.3392781	3.07402	1.6776006
country/nn	2.9598165	1.6867942	1.8701648	1.5525179	2.2777774	1.4334997	0.45601898	3.341656	3.230364	3.0716915	4.652072	1.5328943	2.3102124	1.989972	4.6405005	3.1712375	3.5040112	4.8274198	1.1476638	2.6095963	0.5447073	1.2163796	1.2734036	0.29783073	2.1540363	3.5335765	2.2259777	0.4991227	2.5854542	1.6471708	3.4670596	2.7593894	2.9642766	0.0	1.1660174	2.6685658	2.1664255	4.9564633	4.508809	4.553224	0.6365676	2.8091576	3.1059196	1.8572391	3.1533403	2.0956576	0.8747815	0.74012387	0.4626267	3.2474418	3.1761034	1.454889	2.9826312	1.8849796	1.3260332	3.0420482	4.462845	3.5017366	1.2374732	0.8123623	4.242233	1.8280753	1.6123095	2.065853	2.7008758	2.9706924	2.1264906	2.5287035	1.9019514	2.5037785	0.46279514	3.1785445	1.3203025	4.6614056	2.7690804	1.3205974	1.8803569	1.6997244	1.4523088	1.3514293	3.3974705	3.0443563	1.1503526	2.0352957	3.7458541	1.8088694	1.7498783	4.803034	3.1782324	1.8181566	4.721561	1.9938288	2.0453532	2.0180943	2.3495688	1.9914384	4.7464523	1.5418587	4.701052	2.0142524	1.4870092	0.42733598	2.0683367	3.514146	4.055684	2.5462496	3.0147142	2.4861758	1.1644026	2.1652386	1.5702621	1.735893	1.8466191	3.6949432	3.468477	0.34292117	1.2391653	2.0304098	3.6413913	4.792052	3.2011197	3.1123278	4.5924134	3.0244765	4.6687865	2.2350345	3.1584177	2.98641	1.9020067	2.9605086	1.4329621	2.0341446	1.7086114	1.6573105	2.8113265	2.2826638	2.3023872	1.7419786	1.9424709	2.0482078	2.568331	4.8932753	1.9158695	2.1509528	2.5190144	1.2784342	1.4312766	0.4504021	2.0123568	4.768133	3.2251177	2.634745	1.4719164	2.8621829
court/nn	3.1947508	1.8959651	1.2776972	0.5162622	2.56492	0.44283393	1.5042273	3.416154	3.3201299	3.1266537	4.9581943	0.6955918	2.5408678	1.2156088	4.9452763	3.395873	3.758457	5.108264	1.5260783	2.9395318	1.5659239	0.7200754	1.1794546	1.1298643	2.329802	3.8196778	1.569133	1.5018055	2.6717277	0.8503108	3.743118	2.9385684	3.1217544	1.1660174	0.0	2.6957471	1.5020893	5.280719	4.8241725	4.875568	0.8001058	2.9230795	3.4067106	2.3303928	3.402946	1.3737872	0.6118268	0.7475669	1.5880926	3.3080516	3.2641082	0.5980882	3.1742086	2.2585862	1.1821308	3.18776	4.7397227	3.7531593	0.34164497	1.5713094	4.5326223	2.0425022	0.805202	2.12079	2.951989	3.194579	2.3364909	2.7064059	2.1608417	2.663178	1.5829574	3.3988566	0.5809524	4.9814053	2.9470513	0.76346964	1.737726	1.6453067	0.36389259	0.55681944	3.6657846	3.2867997	1.6537652	2.0366316	4.025138	1.7231938	1.6294113	5.1383204	3.4099574	1.7683872	5.052171	2.2128663	2.2030194	2.1965344	2.430354	2.0547245	5.0774856	1.2142283	5.0214148	2.3252232	0.57871085	1.5134867	2.3808587	3.7705615	4.3448224	2.786905	3.153546	2.6451364	0.56932145	2.0853288	1.3965651	0.9009769	1.7370269	3.9798555	3.7504992	1.4732114	0.788062	1.5535063	3.896268	5.088753	3.3061652	3.236495	4.8995123	3.2561357	5.011256	2.4482214	3.3993092	3.1905384	1.1450962	3.1924593	0.7402086	1.8580136	1.8234767	1.477223	2.91794	2.351663	2.5509849	2.2001283	1.8846209	1.4288962	2.7465336	5.1687684	2.0509388	2.3115046	2.5947635	1.4506321	0.6304926	1.5663805	2.2916343	5.0784416	3.4456446	2.792157	0.70606804	2.8675854
criminal/nn	1.0334133	2.2136085	2.0307093	2.4835145	2.363802	2.6166184	2.9900458	1.2814324	1.1558152	1.2376277	3.3414881	2.430229	0.7860738	2.2913046	3.3262308	1.4319246	1.5041643	3.3101993	1.7323276	1.333032	2.501011	2.1570752	1.7429435	2.437341	2.070289	2.0321856	2.0691538	3.043539	0.90600705	2.4552357	2.2023368	0.5657371	1.4130727	2.6685658	2.6957471	0.0	2.0459554	3.5710914	2.9758337	3.2184248	2.6257658	1.5676264	2.099284	1.6581181	1.7611864	2.2043746	2.4772875	2.3239975	2.8113692	1.2785934	1.1802247	2.5158856	0.88819784	2.061214	2.2580574	1.8026229	3.067055	1.4242027	2.5346107	2.645219	2.7883623	1.0043756	2.6186404	1.7827147	0.88591504	1.2930628	2.398313	1.9990022	2.3583407	1.9710131	2.7821586	1.4727193	2.5131624	3.1617448	0.67270446	2.5027463	2.4087582	2.350413	2.5878375	2.6349423	1.715357	1.9809434	2.2166	2.306325	1.8833284	2.2544663	1.8631401	3.4714835	1.0583432	1.2288907	3.4249983	0.8333925	2.146229	2.4458687	1.1202124	1.1349896	3.4393702	2.1371415	3.272593	2.1674905	2.5815082	2.8437684	1.9133334	2.0772002	2.6178217	0.70773345	0.65539616	0.49268228	2.5628314	0.89125985	2.0527334	2.3635592	2.4878864	2.3378317	2.2756872	2.8116415	2.2859817	1.5084388	1.7051624	3.3411036	1.0256519	0.88043827	3.2205467	1.2799276	3.4074821	1.1039208	1.5015153	0.9804288	2.2178566	1.1557796	2.2717872	2.3428926	2.0637481	1.4914931	1.4204154	1.001631	2.0252929	1.5519123	2.4047947	1.87468	1.6666827	3.3156626	1.0413358	2.5249538	0.23488067	1.5607662	2.6119893	2.900568	2.0091012	3.456177	1.0764421	1.8105667	2.587149	1.2032466
criminals/nn	2.8248405	2.208972	0.62665826	1.1420919	2.7920978	1.4771206	2.5645013	2.8650825	2.7976048	2.638035	4.7007027	1.0789206	2.2729778	0.4486174	4.687108	3.0442705	3.3878217	4.7870054	1.9054747	2.7858727	2.3926308	1.2884572	1.4750215	2.0241828	2.4326441	3.5301535	0.20620474	2.5723457	2.279827	1.099064	3.512286	2.4981966	2.7719927	2.1664255	1.5020893	2.0459554	0.0	5.0387163	4.557918	4.689102	1.8166366	2.616587	3.2452333	2.477884	3.0948966	0.35301965	1.5201467	1.561899	2.5419686	2.773083	2.7312276	1.158233	2.7426114	2.4780278	1.6429218	2.898962	4.481911	3.3482249	1.4829069	2.4126146	4.2579303	1.8772466	1.2315474	2.111371	2.6057837	2.8634307	2.5760484	2.683999	2.50371	2.638779	2.5076222	3.0525782	1.247742	4.715925	2.5372896	1.3898962	1.9885253	1.9910511	1.2443844	1.3192042	3.3472025	3.1113782	2.219238	2.204176	3.6733274	1.9788764	1.7739401	4.932682	2.9886825	1.4171455	4.8349266	1.9775082	2.3852017	2.5050263	2.0061774	1.7170931	4.8782363	1.5485226	4.7555504	2.5018487	1.1078035	2.4689064	2.4378467	3.478606	4.0693088	2.4632735	2.6261966	2.2560868	1.3732166	1.4425268	1.6814569	0.6917419	2.0651896	3.7397685	3.5289414	2.4737399	1.2997463	0.64398503	3.5565574	4.8331356	2.7761467	2.7124157	4.653037	2.9131007	4.8435035	2.2485077	3.0375977	2.7457871	0.4325711	2.8066869	1.0553931	2.0009303	2.0628986	1.3970877	2.587793	2.0587454	2.5911884	2.3345006	2.1163797	0.35748205	2.571438	4.8496327	1.7840464	2.6128669	2.0387437	1.6871151	1.395085	2.5618672	2.3832724	4.81589	3.0092742	2.6612399	1.221663	2.3902817
dad/nn	2.8119822	3.703542	4.722981	5.2069907	3.1779172	5.1311936	5.1095886	3.848234	3.7096493	3.7968554	0.6263018	5.176673	3.3351536	5.329702	0.6204204	2.9183896	2.3958452	0.5229119	4.23602	3.1251402	4.533039	5.017807	4.656921	4.7425385	3.498002	1.6094302	5.13929	5.2381516	3.5598664	5.284786	1.6262375	3.3853855	2.9297383	4.9564633	5.280719	3.5710914	5.0387163	0.0	0.6908635	0.6785499	5.2176237	2.9221113	1.9582471	3.1786537	1.9995773	5.2945366	5.0216804	4.841821	4.8715897	3.8916698	3.9014916	5.126321	3.125693	3.2929816	4.3698	2.6024504	0.70287365	2.4348707	5.19336	4.428943	0.822207	3.554061	5.418772	3.58018	3.1414142	2.8842974	3.480643	2.9697456	3.6418872	3.137359	4.8894367	2.7444696	5.0420237	0.5201053	3.263977	5.1734395	4.087142	4.041418	5.224383	5.269926	1.9821165	2.1523485	4.0163536	3.7958717	1.8370215	4.083052	4.2646966	0.25061965	2.765979	3.8177626	0.40726325	3.4752464	3.6219552	3.6855462	3.197129	3.495659	0.33762082	4.6162443	0.37185585	3.3100328	5.2350473	5.0423827	3.215833	1.6056502	1.0119482	3.313422	3.3350542	3.4406521	5.2999296	3.7799282	4.415999	5.276869	4.1272106	1.4266653	1.6055015	4.9023285	4.704435	4.688967	2.3274078	0.53939074	3.6460834	3.5666971	0.4832638	2.9610147	0.4926361	3.321517	2.149533	2.636626	5.2067876	2.4916587	4.9256654	4.041724	3.7496274	4.220034	3.0104747	3.4758387	3.2762856	3.284843	3.928342	4.993824	2.6617253	0.558202	3.475113	3.6924074	3.5227113	4.3745995	5.262316	5.012964	3.3000214	0.5672906	2.8269684	2.7881553	5.268845	3.9564807
daughters/nn	2.184995	3.3269136	4.267061	4.7416353	2.8490841	4.6806984	4.680453	3.274425	3.133576	3.2451472	0.812991	4.710819	2.7409053	4.8416023	0.796083	2.3959792	1.7525891	0.6095582	3.713897	2.5964923	4.0921416	4.506515	4.1152663	4.288417	3.0750873	1.0954598	4.6479974	4.8005037	3.007604	4.8200984	1.2119223	2.7714279	2.4454522	4.508809	4.8241725	2.9758337	4.557918	0.6908635	0.0	0.49465284	4.7451434	2.491372	1.5722125	2.6955776	1.519097	4.801575	4.5686812	4.3782454	4.435424	3.3237076	3.3227851	4.67	2.5366054	2.8947682	3.9546738	2.2104466	0.5635822	1.7887981	4.722465	4.030294	0.4826739	3.0266464	4.958387	3.1181319	2.5639675	2.3576238	3.1378295	2.5866642	3.2817101	2.7469037	4.4483976	2.2331495	4.6028185	0.22693779	2.6641684	4.7099133	3.710161	3.6596289	4.765576	4.8199286	1.4306958	1.7511495	3.5941079	3.4240494	1.1933614	3.671892	3.7759485	0.5935353	2.129769	3.3243272	0.6444659	2.9146783	3.2082376	3.3334532	2.7160685	3.0026996	0.5922109	4.143351	0.4619816	2.9441793	4.785384	4.595132	2.7997527	1.1345872	0.59839016	2.7212245	2.7278504	2.835788	4.8263865	3.259279	3.945449	4.800761	3.7567902	0.9930009	1.2305648	4.471093	4.2696495	4.168175	1.6930643	0.5368988	3.0545187	2.9669414	0.5349213	2.4191155	0.5969438	2.7616477	1.5816562	2.0320437	4.723052	1.897622	4.465816	3.655018	3.3502805	3.7259688	2.5472767	2.9575574	2.8453531	2.8025014	3.561934	4.490158	2.2217615	0.52267987	2.9629138	3.3468363	2.937468	3.8276021	4.806019	4.5763097	2.9225004	0.8876604	2.1900322	2.3761196	4.8073106	3.4065235
daughter/nn	2.4635737	3.3503788	4.370985	4.8164077	2.8697848	4.739738	4.710982	3.6103227	3.4580061	3.5546248	0.6352224	4.7966104	2.9524543	4.960416	0.62028277	2.5927997	2.090892	0.60230434	3.8297133	2.7562208	4.1394815	4.5971856	4.231872	4.3437204	3.1492953	1.2647517	4.782643	4.839333	3.2041101	4.918289	1.2469361	3.0387611	2.6036196	4.553224	4.875568	3.2184248	4.689102	0.6785499	0.49465284	0.0	4.8168755	2.6045454	1.5900633	2.7604244	1.645092	4.9323983	4.6313667	4.451468	4.475396	3.6550171	3.6490774	4.730587	2.786322	2.9209673	4.0013676	2.3041582	0.49918503	2.1251159	4.7970653	4.051859	0.6260535	3.1754785	5.0500345	3.218685	2.767973	2.5429866	3.157238	2.6664162	3.3139052	2.8547845	4.491746	2.4201756	4.644363	0.44540775	2.9097204	4.7857614	3.7496955	3.6967406	4.8216825	4.8805118	1.6343366	1.8229461	3.6442716	3.4754038	1.5442202	3.7469804	3.9253964	0.51439965	2.4393854	3.4357703	0.48271996	3.0886755	3.2723484	3.3587594	2.8338633	3.1167755	0.40410247	4.260345	0.54783654	2.9526038	4.8512216	4.642998	2.8384595	1.2747134	0.71686226	2.9425476	3.0099494	3.0730245	4.905168	3.4119384	4.06506	4.901462	3.784122	1.0482732	1.2487999	4.506431	4.307842	4.3227024	2.0397596	0.35336703	3.3779519	3.2784355	0.4628517	2.6094105	0.34758657	2.9420896	1.7894472	2.282659	4.839141	2.12459	4.544935	3.7173066	3.4101818	3.8488157	2.701358	3.125357	2.9186332	2.8741379	3.597104	4.631271	2.314579	0.5761835	3.095269	3.3700542	3.1664197	3.955829	4.876999	4.615551	2.9484184	0.74623185	2.5113816	2.4749103	4.8846555	3.6996872
district/nn	3.0516438	1.8696678	1.5762914	1.1342868	2.4732463	1.0751814	0.94224423	3.2505186	3.160879	2.9726496	4.9082994	1.1439822	2.379636	1.5886384	4.896877	3.2435865	3.6233866	5.0642195	1.2414763	2.7225134	1.025568	0.8795722	1.1030749	0.70404863	2.2623165	3.7395902	1.8740535	0.9242529	2.5465548	1.1961176	3.6971838	2.7793214	3.019903	0.6365676	0.8001058	2.6257658	1.8166366	5.2176237	4.7451434	4.8168755	0.0	2.8676798	3.356388	2.1588712	3.3564103	1.7046736	0.6580384	0.54965633	1.0275286	3.1443624	3.0823634	1.0588923	3.0214906	2.127566	1.2827423	3.1378417	4.702359	3.6139627	0.8525485	1.2204742	4.473549	1.8832092	1.1583526	2.090291	2.7801538	3.0519168	2.2969737	2.6361911	2.0616007	2.5782442	1.0173187	3.264381	1.038161	4.9067135	2.7966628	1.0179739	1.8337489	1.6988133	1.0649718	0.97474277	3.5632005	3.2259471	1.3643136	2.0180745	3.9081972	1.7525898	1.5803258	5.069485	3.260268	1.8042421	4.989301	2.061388	2.1331139	2.1575475	2.4188256	2.0458903	5.015161	1.2813187	4.953662	2.2543745	1.0930833	0.9483589	2.305814	3.7109632	4.2865124	2.6084058	3.0177052	2.5054867	0.6338662	2.1149535	1.3863444	1.3234047	1.8203267	3.9206555	3.708821	0.91373765	1.077806	1.752601	3.7683868	5.039401	3.1459167	3.0749395	4.8535547	3.1038513	4.9413686	2.3135486	3.3232307	3.0852234	1.5182375	3.097122	1.0780138	1.9491694	1.7800859	1.4866182	2.8406596	2.2643723	2.4744089	2.0134137	1.9458699	1.7112182	2.6958983	5.124013	1.9775531	2.2598984	2.5025227	1.2494621	1.1422445	0.9917221	2.2105186	5.0274453	3.293117	2.7286034	1.0495862	2.7241235
dogs/nn	1.6785613	1.8418725	2.3610168	2.7560267	1.6672416	2.7903419	3.085079	2.0203452	1.8506463	1.7825204	2.5919442	2.712922	1.5702971	2.8582547	2.5830483	0.9116759	1.8621477	2.7014964	2.1886096	0.92301565	2.5431664	2.6004715	2.3324652	2.592633	1.8693186	1.4729367	2.7165766	3.207553	1.051216	2.672789	1.5218508	1.5527642	0.45842868	2.8091576	2.9230795	1.5676264	2.616587	2.9221113	2.491372	2.6045454	2.8676798	0.0	1.4462807	1.6711947	1.3702085	2.823586	2.6366084	2.535154	2.9288595	2.012005	1.9977667	2.730442	1.1961067	1.641613	2.1448784	0.36476526	2.405905	1.7825956	2.8153973	2.5178635	2.142411	1.299718	2.8284686	1.7573386	1.0954856	0.7447058	1.8980091	1.2537065	1.8406109	1.2509533	2.9443288	0.78187305	2.5980299	2.6533875	1.2786877	2.7205133	2.1698475	2.1012242	2.829666	2.7848244	1.1816775	1.1522224	2.0625563	1.8925291	1.8263826	2.1694505	2.1923845	2.811111	1.6703043	1.5817566	2.7782266	1.4809723	1.8876948	1.996096	1.0255471	1.3694887	2.769035	2.4252954	2.687934	1.6116961	2.793922	3.0621035	1.5688033	1.4751866	2.0051544	1.3354529	1.5269723	1.523552	2.817995	1.538412	2.299164	2.7852545	2.18769	1.639056	1.6070279	2.8703449	2.2856164	2.2613258	2.0224109	2.7309425	1.8440381	1.745232	2.59397	0.90887225	2.7524405	1.5606545	1.4094119	1.3647833	2.7396216	1.3914572	2.4600608	2.1481786	1.7269787	1.5945945	0.28847024	0.86121094	1.869678	1.4869826	2.135858	2.5494754	1.1555214	2.7891483	1.358921	2.004574	1.4553949	2.1778297	2.8762908	3.0454059	1.3453735	2.6967924	1.7401834	1.045425	2.8562932	1.8206893
employees/nn	1.5890869	1.8440634	2.8845663	3.3658864	1.5016991	3.296544	3.315816	2.7743	2.5939832	2.5922198	1.6423663	3.2984667	1.7597216	3.4966538	1.6213204	1.7951258	1.6558231	1.8073095	2.443187	1.7260927	2.7365277	3.1467187	2.8301213	2.8865163	1.7653716	0.6981469	3.353689	3.4406178	2.1045654	3.4415417	0.42682317	2.0399413	1.6099298	3.1059196	3.4067106	2.099284	3.2452333	1.9582471	1.5722125	1.5900633	3.356388	1.4462807	0.0	1.3968283	0.49431777	3.4825673	3.1183429	2.9536805	3.0805738	2.7688067	2.7500644	3.252335	1.8911278	1.4573148	2.483589	1.238231	1.415514	1.6577245	3.3426168	2.6054826	1.2372984	1.7867517	3.5578465	1.8205518	1.7449359	1.614827	1.7453706	1.3367015	1.8888856	1.554925	3.1025608	1.6091125	3.1348054	1.6959913	1.9099009	3.272323	2.3264797	2.252023	3.3595269	3.3707597	0.9879179	0.55775183	2.1937327	2.099127	1.3630531	2.3417356	2.5798352	1.8135228	1.705785	2.0033977	1.7079816	1.7613292	1.8777922	1.9459039	1.4681554	1.6949295	1.7454473	2.8507698	1.688391	1.4702921	3.3492284	3.237392	1.3497561	0.6070983	1.0420601	1.8830509	2.1158094	1.9499536	3.4153998	2.0556278	2.6662114	3.411223	2.3554842	0.68452	0.38352334	3.0953028	2.7942617	2.9196184	1.7446389	1.7895331	2.5278323	2.4057775	1.5673965	1.7394135	1.6927974	1.6523243	0.82205987	1.3244841	3.3643825	1.113924	3.0534513	2.3293133	1.9232129	2.4226744	1.5797771	1.8490146	1.559208	1.4732555	2.1882508	3.1988504	0.9061028	1.9008483	1.679853	2.0050669	2.0045576	2.5762825	3.378545	3.2251492	1.4496862	1.766037	1.798957	1.1599507	3.3844225	2.642949
dog/nn	1.4510028	1.2425928	2.130034	2.3963223	1.4075338	2.317428	2.06671	2.5062988	2.3392673	2.300156	2.9034538	2.3644187	1.0984786	2.6067922	2.8894236	1.9448085	1.8857509	3.031126	1.1867652	1.494235	1.502461	2.0437882	1.682927	1.6356102	1.394881	1.7707385	2.5615044	2.1713076	1.7274897	2.519131	1.7242234	1.6341143	1.7825948	1.8572391	2.3303928	1.6581181	2.477884	3.1786537	2.6955776	2.7604244	2.1588712	1.6711947	1.3968283	0.0	1.3924189	2.6202512	2.0359359	1.8215758	1.8164439	2.4641984	2.3968546	2.2971575	1.7668532	0.9077181	1.6556934	1.760202	2.6846359	1.8993491	2.2767904	1.5269079	2.4637983	0.94720757	2.6136944	1.3285652	1.4817485	1.711194	1.4637189	1.455979	1.4444689	1.5689499	1.8205214	1.8739444	2.204086	2.849998	1.6096634	2.2949622	1.7571939	1.597095	2.3703716	2.4020257	1.725141	1.4762976	1.1971331	1.6597166	2.0038698	1.6636328	1.6847732	3.0278296	1.6873746	1.2216903	2.944808	0.91592836	1.4465756	1.55974	1.1926166	1.0379857	2.9692357	1.8977141	2.908821	1.1232061	2.4059236	1.9471078	0.94658077	1.7616899	2.268921	1.4034361	1.8682026	1.3917722	2.3534198	1.436308	1.7377173	2.4896739	1.7886473	1.9473797	1.7266086	1.8557519	1.8851889	2.1030705	2.0158465	2.9964108	2.252915	2.1174753	2.8015223	1.7868181	2.8959553	1.0649765	1.4092436	1.4073218	2.4837775	1.2872229	2.1292062	1.815576	1.3300995	1.6208774	1.7095661	1.429317	1.2823222	0.3169202	1.6659085	2.362029	1.1179518	3.0810804	0.9098601	1.7034699	1.5033686	1.3775971	2.3988826	1.951174	1.1250061	3.0271056	1.7673278	1.4010618	2.420227	2.2318022
employee/nn	1.2569262	2.023869	2.807469	3.3141305	1.775622	3.294549	3.3803592	2.4660828	2.295757	2.3375518	1.7026324	3.2733495	1.5314574	3.3703399	1.6851728	1.5712675	1.2886002	1.7799723	2.3950498	1.5663927	2.804687	3.0949314	2.7440698	2.9246876	1.9139012	0.5293094	3.1857204	3.4950488	1.8632076	3.3906033	0.52181274	1.725484	1.4410052	3.1533403	3.402946	1.7611864	3.0948966	1.9995773	1.519097	1.645092	3.3564103	1.3702085	0.49431777	1.3924189	0.0	3.3353686	3.1417055	2.9666634	3.1563282	2.4751222	2.4449842	3.2370389	1.5827858	1.6488284	2.5660458	1.2124183	1.4742597	1.285721	3.3224974	2.748937	1.216862	1.6356169	3.5281801	1.8736192	1.4683462	1.3966014	1.9871608	1.5099158	2.1055613	1.6871352	3.1565473	1.4000612	3.1481903	1.6628736	1.613212	3.2860744	2.435017	2.3650985	3.3346636	3.381286	0.73325086	0.76291907	2.303432	2.216645	1.0465435	2.4158478	2.521791	1.8857162	1.337874	1.8437877	1.7939453	1.5623844	2.033883	2.1694553	1.2586159	1.520279	1.829733	2.821656	1.7079352	1.7039306	3.3357003	3.2865813	1.522086	0.4861464	1.0142454	1.5894321	1.7592524	1.6665925	3.3992388	1.8122704	2.6469934	3.3324673	2.491157	0.7460497	0.5481386	3.173252	2.816023	2.7302704	1.3926768	1.7979048	2.2054234	2.076665	1.606431	1.500855	1.797071	1.5322146	0.44725758	0.9428927	3.2524476	0.74378115	3.03087	2.413644	2.0461795	2.3415399	1.4615012	1.6885766	1.7174293	1.4503511	2.3101096	3.033565	0.9462335	1.8405974	1.5073979	2.2384503	1.682521	2.4822273	3.379028	3.2867224	1.6370409	1.8230672	1.439925	1.266866	3.3769162	2.4011993
enterprise/nn	3.0057678	2.3684988	0.8410209	1.0202324	2.981612	1.397454	2.4831414	2.96396	2.9059093	2.7474382	4.963355	0.99177736	2.4188054	0.1792833	4.9499846	3.2070189	3.5725365	5.04876	1.9341463	2.9180107	2.3827884	1.177445	1.4277365	1.9781442	2.6157176	3.7671318	0.2915451	2.474318	2.4075658	0.97090286	3.7559576	2.6286247	2.9566019	2.0956576	1.3737872	2.2043746	0.35301965	5.2945366	4.801575	4.9323983	1.7046736	2.823586	3.4825673	2.6202512	3.3353686	0.0	1.4449773	1.524701	2.4917314	2.8697698	2.8217275	1.1277996	2.892727	2.6546736	1.7429032	3.1231854	4.741115	3.5347538	1.3506414	2.4425151	4.5085573	2.0178287	1.0831852	2.3043082	2.751434	3.0334885	2.7621698	2.8997223	2.661428	2.8387704	2.449846	3.2321486	1.212323	4.963947	2.6775424	1.2973814	2.171144	2.1567056	1.142197	1.2238936	3.5649834	3.3524382	2.3125317	2.4043076	3.8868852	2.139607	1.8708119	5.1839633	3.1648633	1.5913402	5.0936365	2.1230633	2.5593812	2.674069	2.2201667	1.9095603	5.1305504	1.6033005	5.0124307	2.6858401	1.0356904	2.3915188	2.6243281	3.7268686	4.3196445	2.5876777	2.7639587	2.3894475	1.2583588	1.6342365	1.7678442	0.54173446	2.2345781	3.9835029	3.7760832	2.418857	1.3319185	0.7164532	3.7375815	5.0857916	2.8865416	2.8283944	4.908023	3.0717814	5.092261	2.4138074	3.2707796	2.954666	0.28887403	3.0204084	1.0527419	2.1956449	2.2266493	1.4800903	2.7826319	2.2096648	2.7804594	2.4693239	2.3108432	0.34641954	2.8137445	5.105288	1.9618489	2.7855499	2.1884544	1.6879213	1.2641383	2.4912028	2.5744457	5.079159	3.1845274	2.8920326	1.1594689	2.4892259
