	actress/nn	advance/vv	agencies/nn	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boys/nn	boy/nn	brother/nn	bush/np	businesses/nn	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	companies/nn	company/nn	competitor/nn	convict/nn	countries/nn	country/nn	court/nn	criminal/nn	criminals/nn	dad/nn	daughters/nn	daughter/nn	district/nn	dogs/nn	employees/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friends/nn	friend/nn	girl/nn	government/nn	grandparents/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	guys/nn	her/pp	him/nn	him/pp	horses/nn	household/nn	houses/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kids/nn	kitty/np	kurds/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/nn	me/pp	members/nn	member/nn	mom/nn	mom/np	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parents/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	sons/nn	stomach/nn	stranger/nn	students/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	things/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twins/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	women/nn	wwf/np	you/pp
son/nn	0.6670804	4.0485096	2.9396849	3.5503955	2.4181125	2.054419	3.9049332	2.695719	2.7484033	2.8617787	3.951688	3.708267	1.0222164	3.1062534	0.75369257	3.166868	1.093828	0.29135954	3.82555	3.2098122	3.360123	3.7040906	3.495741	3.0378273	3.2738786	1.0421063	3.2787504	3.1232135	2.7645752	3.4574249	3.5008082	2.075129	3.15168	4.0336165	3.5266016	2.39339	3.1274495	0.61203283	1.3077269	0.46782055	2.9716063	3.2098503	2.7199516	1.3529348	3.261869	3.4801557	3.2911325	3.619647	4.218073	2.501032	2.6739814	3.4802759	2.560546	3.0714283	1.9155575	2.347572	0.5949207	1.0456575	3.7704623	3.1936119	0.5720117	3.195902	3.3178644	1.2612914	1.799596	2.9262567	1.9910737	2.644697	2.3836236	3.1154604	2.810567	3.16706	3.6391983	0.6015703	2.8222432	3.766576	2.1770544	2.9918299	3.394381	3.4017923	1.2902614	2.911412	0.54002696	3.2383552	0.88286	1.4996655	0.29449013	0.7721429	1.7357637	3.484734	2.0166214	3.3622117	2.1520238	2.2793198	3.1435878	3.3820953	0.62627614	0.58325845	0.44148692	2.6219766	3.9599528	4.300596	2.7334335	2.7626357	0.79366165	3.0832956	2.8432775	2.145051	3.5900075	3.5887327	3.736698	3.0615358	2.3272388	2.537343	1.3881239	4.166978	0.40308103	3.9536827	1.4288605	0.4860926	2.361947	2.3426092	0.0	3.060971	2.2431924	1.6182469	2.843824	2.196711	3.4645798	1.7988653	3.3518524	3.0096903	2.5375273	3.1137705	2.8868632	2.9766686	0.9915798	3.196953	0.9968313	3.9320827	2.906862	0.48311463	2.3077908	2.0715852	3.5439243	3.8607297	4.0345287	2.2252166	2.7166498	0.4817841	1.5181638	2.9073734	2.866748	2.5116525
sons/nn	2.8340056	3.2747576	0.9076295	3.0180385	2.5343735	2.569607	3.3607576	2.075552	2.1078336	2.0037909	3.213008	3.0051227	2.4822087	2.880485	2.8949893	0.38349038	2.6818602	3.2257285	2.674504	0.41704056	3.052866	2.562706	2.3363218	2.7652574	2.918623	2.6616364	2.660859	2.824035	0.33957276	3.0313907	2.8590355	2.2019827	0.7573734	3.3668368	2.5717247	2.1676257	0.83284295	3.115609	1.9363543	3.0135534	2.5776854	0.87405956	0.44781277	2.6488736	2.8765216	3.0951328	1.8928435	3.1364734	3.485818	2.092111	2.1169598	2.8164356	2.1919684	2.939304	2.4876993	0.93781555	2.900391	2.6611571	3.0308614	1.1111282	2.8694475	2.7891636	3.0286236	2.5819073	2.098012	0.81442297	2.1523283	1.2021185	1.9023778	1.0373391	2.8112972	0.24173674	2.7119908	2.9669302	2.3616846	2.9410818	2.3562894	1.6382937	2.631949	2.506741	2.5364485	0.54818994	2.933932	1.680056	2.5210555	2.4641514	3.1115792	2.919988	2.2910578	3.0905852	2.3581374	2.3244977	2.053096	1.96582	0.7840246	2.7192729	3.0043209	3.0710258	2.9393945	2.0717506	3.3479674	3.5642753	2.2913198	0.55009675	2.8269453	2.462935	2.276507	2.1999102	2.5834742	3.0571597	2.5819118	2.2420244	1.095037	2.140517	2.4641306	3.3362496	3.1866565	3.1098282	2.5481195	3.1467648	2.169061	2.1776907	3.060971	0.0	2.2966743	2.2845147	0.80191886	2.431553	2.9804358	2.43489	2.8869655	1.8970394	2.0278175	1.9294829	0.7139801	1.456076	2.3122375	2.0324495	2.4021783	3.129338	0.6446243	3.0632188	2.4942431	1.7946501	2.9194186	2.7642555	3.051567	2.4056492	2.295174	2.9936056	2.3256087	0.7132958	2.075996	1.7997363
stomach/nn	2.134257	2.8636618	2.0574276	2.6451669	1.7945628	2.21091	2.9771755	0.69807005	0.7270694	0.9171113	2.691883	2.7221093	1.8931429	2.5464442	2.3328693	2.4098415	1.4581877	2.4261982	2.7914462	2.2815778	2.6900463	2.7427456	2.494447	2.1357841	2.4388254	1.7448907	1.9489133	2.421647	2.086371	2.6905928	2.680248	1.0725304	2.3650496	2.9530737	2.296713	1.0548121	2.1963334	2.1137414	1.8642851	2.0961926	2.2452505	2.3069606	2.1829624	1.2614694	2.5563684	2.8045454	2.2294014	2.641903	3.117053	0.51428795	0.6113271	2.5370746	0.83530396	2.4255476	2.1599252	1.968213	2.3624053	1.4701537	2.602375	2.1949446	2.0286815	2.2940025	2.6443012	1.2993027	0.8321232	1.9240981	0.5351106	1.4344363	0.5702153	2.0943847	2.3187919	2.3955843	2.7115748	2.1654866	1.5118964	2.3519251	2.1707084	1.3050044	2.31013	2.159422	1.4107428	2.2680454	2.1139095	2.0444798	1.5113914	2.0119607	2.2655559	1.7234644	0.9580267	2.7881935	1.9163054	1.9257371	0.75802296	0.64167964	2.2091272	2.4808795	1.9178562	2.1607766	1.9680369	0.5062177	2.9567676	3.155208	1.0395492	2.3050175	1.8733387	1.624278	1.2393737	0.7889209	2.3944182	2.7685523	2.6328762	1.37389	1.9036655	0.9141008	1.7155364	2.9509592	2.4387186	2.8638647	1.3247648	2.3595572	0.47086737	0.444301	2.2431924	2.2966743	0.0	0.785324	2.1478906	1.8252661	2.5638697	1.7543473	2.6009753	1.2143556	0.5199457	1.4055047	1.9622728	1.4119807	1.9612238	1.7688502	1.8695729	2.734943	2.4124038	2.3043323	2.104748	1.0493627	2.6659386	2.7406359	2.8382049	2.088149	1.3138168	2.20374	1.2644979	2.1671283	2.0537877	0.8982157
stranger/nn	1.5901376	3.3655295	2.1274743	2.9986627	1.9642297	2.13576	3.3967853	1.144487	1.2680492	1.3338183	3.2375162	3.1512623	1.4988881	2.7934928	1.6700507	2.3619568	1.0139027	1.7894458	3.1630008	2.375587	2.964769	3.0859973	2.8380728	2.4813864	2.753041	1.3241779	2.4346957	2.7347267	2.0230398	3.0024335	3.0204463	1.0553113	2.2982125	3.4260747	2.6533682	1.2595807	2.2676797	1.4226022	1.2724454	1.5082326	2.4948204	2.3005512	2.0875807	0.8955508	2.8194652	3.0969942	2.5659668	3.0342214	3.608173	0.9982134	1.2240717	2.8702176	1.3956568	2.6658773	2.0419474	1.7715615	1.7067745	0.98008883	3.0619	2.2551792	1.4220415	2.6470149	2.9106128	0.9003369	0.5399729	1.898695	0.46651968	1.432679	0.86849064	2.113519	2.487237	2.3769543	3.0603209	1.5179367	1.8672184	2.9171412	2.1511397	1.6294924	2.6334934	2.4898882	1.0672492	2.16408	1.5542687	2.4015377	0.93613684	1.7705675	1.6279994	1.0838404	0.7581978	3.079784	1.9142537	2.3199258	0.7224304	0.83862436	2.1961532	2.840306	1.2669946	1.4635844	1.355406	1.1038015	3.4123247	3.6577926	1.5557177	2.136147	1.3517344	2.1539557	1.7739629	0.9125716	2.7323525	3.1086888	3.0207517	1.916077	1.7733519	1.4450195	1.402964	3.466139	1.80801	3.3370948	1.0916417	1.7529858	0.7925172	0.86181355	1.6182469	2.2845147	0.785324	0.0	2.1309807	1.9256219	2.9079902	1.7062938	2.9282234	1.594136	1.1703845	1.7990391	1.9195875	1.6720202	1.3003887	2.1408782	1.4170102	3.2403452	2.2437932	1.7176131	2.1762202	1.1307082	3.050565	3.151828	3.337958	2.105455	1.7686948	1.5904771	1.0363522	2.0553455	2.3097684	1.1109252
students/nn	2.6193495	3.155354	0.2889991	2.932417	2.335414	2.2563734	3.2516763	1.9499074	1.9938669	1.8789978	3.069917	2.8485591	2.239321	2.745895	2.688883	0.8769793	2.5204942	2.9747827	2.4017391	0.94757324	3.0111654	2.3156254	2.0790627	2.715465	2.825517	2.4546602	2.5206027	2.5723922	0.81587374	3.0131652	2.7762754	2.072932	0.8277472	3.2578843	2.409375	2.056269	0.4244467	2.939513	1.7804438	2.8138602	2.3339894	0.7388616	0.84429884	2.512559	2.8486862	3.0396771	1.6525613	3.0710301	3.3733718	1.8866421	1.9125955	2.6872964	2.000217	2.9358387	2.1160297	0.6623985	2.6751194	2.4755967	2.9367075	0.74745315	2.6657846	2.6376612	3.0287423	2.3689597	1.9164442	0.940843	1.9800228	1.2257373	1.778398	0.8406302	2.780472	0.76654977	2.4480171	2.7630954	2.2571292	2.8102334	2.0197423	1.4209105	2.4545996	2.354688	2.3669333	0.6347083	2.6432905	1.4260031	2.3043625	2.106058	2.9302926	2.755431	2.118887	3.0433772	2.089108	2.1666186	1.8170439	1.7425781	0.814237	2.5050986	2.8348684	2.8953779	2.7323043	1.9687331	3.2073581	3.4643347	2.1701865	0.80355716	2.6433544	2.315265	2.145308	2.0494578	2.4512625	2.975786	2.261969	2.074538	0.5995986	1.951818	2.3389974	3.2153635	2.930049	2.9530513	2.3754349	2.942208	2.0527947	2.04824	2.843824	0.80191886	2.1478906	2.1309807	0.0	2.1971598	2.9649904	2.1997638	2.7064629	1.6805172	1.9204254	1.7214825	0.7649328	1.2556409	2.1329052	1.8180631	2.1693654	2.975856	0.97248715	2.8946018	2.2152407	1.4466077	2.7411878	2.541281	2.8927855	2.0182998	2.1374815	2.7360463	2.1160698	0.8786045	1.9064795	1.5547607
student/nn	2.0878735	1.9037997	2.1128795	1.445018	0.56514466	0.93629694	1.8235095	2.152477	1.9310565	2.242496	1.8620161	1.5393243	1.6405813	1.0056838	2.4981325	2.7330103	1.5796223	2.3221934	1.826348	2.2872028	1.4407907	1.6792669	1.5008166	1.1949317	1.2102923	1.3818635	1.295577	1.0348715	2.2370272	1.5208169	1.4552034	1.4895939	2.845397	1.9352298	1.7100607	1.4784521	2.3105981	2.4004436	2.1533897	2.0973644	0.965599	2.7881036	2.1260102	1.5814203	1.2901806	1.4997039	1.4540912	1.6558304	2.0866256	2.0465786	1.8982384	1.4104027	1.3898438	1.346577	1.167414	2.1622505	2.3992434	1.622984	1.6586249	2.6605122	1.9627308	1.0801882	1.4834429	1.4727495	1.8224771	2.6133382	2.01076	2.428804	2.061029	2.7185872	1.1277076	2.6093173	1.5983278	2.348461	1.2343727	1.723159	0.9122231	2.210567	1.5252903	1.7121607	1.3337336	2.5836225	1.9694364	1.5535177	1.7585815	1.290668	2.3643868	2.0949404	1.5447983	1.4610664	0.3658733	1.7073505	2.1606736	2.042197	2.7475169	1.2203088	2.1758509	2.4311304	2.015002	2.0588224	1.8282747	2.1840076	1.4113208	2.522486	1.6803021	1.2803901	1.3141825	1.5819491	1.7896848	1.4732574	1.8214101	1.4661359	1.9241501	1.1976961	1.2151816	2.0447927	2.3811438	1.7985634	1.2883734	2.36472	2.0351377	1.794179	2.196711	2.431553	1.8252661	1.9256219	2.1971598	0.0	1.4981078	0.41486618	1.1785939	2.198361	1.6635233	2.0159848	2.5207663	2.192249	2.2311242	1.6413342	1.8035481	1.7863663	2.7349503	2.2250485	0.49611256	1.5465009	1.3777075	1.7898195	1.8897653	1.045002	1.123332	2.1895046	1.188842	2.7042775	0.9793262	2.1491377
taxpayer/nn	3.3661895	1.1060727	2.8012671	0.5427022	1.3620789	2.1358702	0.898814	2.7268174	2.401313	2.7634077	1.3298554	1.1615466	2.927126	0.7740217	3.7796142	3.3266373	2.6725166	3.608087	1.7039298	2.662625	0.4221492	1.544903	1.5094839	0.60104334	0.5905622	2.6073034	1.0325884	1.2599274	2.8926332	0.27001747	0.55317736	2.2182012	3.5428293	0.98544514	1.5455712	2.0189667	2.9112601	3.5979965	3.3350208	3.351932	1.3115599	3.4824684	2.763455	2.5498917	0.4327547	0.50891155	1.6288139	0.6545408	1.156036	2.7646706	2.495502	0.9689808	1.9890753	0.5834186	2.428361	3.1172533	3.70464	2.760264	0.708147	3.3880658	3.2123692	0.83403325	0.39933285	2.6278734	2.764775	3.291293	2.90768	3.1550782	2.7947335	3.4381156	0.7953792	3.176198	1.5251379	3.6261783	1.3630506	1.1867366	2.089417	2.7678094	1.4239372	1.6521143	2.4435964	3.3153198	3.3117151	1.8392044	2.959872	2.6327457	3.5881267	3.2312272	2.4690268	0.4310745	1.7656766	1.6862329	3.0744243	2.8865921	3.4171612	1.1732974	3.3472493	3.649515	3.2707834	2.644719	1.0584971	1.1905684	1.7555737	3.2809224	2.8776402	1.3521616	1.6129246	2.3175406	1.5442041	0.679235	1.8397635	1.6363933	2.9173803	1.8003371	2.2544801	1.1336608	3.6954343	1.3345381	2.3642514	3.6388147	2.7119217	2.457472	3.4645798	2.9804358	2.5638697	2.9079902	2.9649904	1.4981078	0.0	1.8055803	1.048084	2.7164795	2.2212331	2.408801	3.2174544	2.7565506	3.4687645	1.85221	3.075489	1.2340198	3.4587924	3.4599845	1.6554207	2.5727878	1.2136964	1.4650793	1.3957814	2.194365	1.5308654	3.505629	2.2852263	3.4360049	1.20858	2.936741
teacher/nn	1.6956255	2.3001344	2.1582174	1.8176287	0.80698967	0.8881124	2.1837842	2.1498895	1.9792272	2.2658372	2.2403975	1.939394	1.2795966	1.3576264	2.1161942	2.7113016	1.2503293	1.9278418	2.1970024	2.3518112	1.7218946	2.0516114	1.8629814	1.4454947	1.5665213	1.0071756	1.6468854	1.4075323	2.20523	1.8101994	1.7918332	1.4181969	2.8105314	2.3071823	2.0267134	1.5042518	2.3658938	2.0121353	1.8477702	1.6935426	1.315086	2.779945	2.094244	1.301643	1.5894979	1.8066078	1.7561595	1.9776926	2.468323	2.0136504	1.9328704	1.7844524	1.4805177	1.5462903	1.0575911	2.0531821	2.0135193	1.2889996	2.0417447	2.6751087	1.5667629	1.464004	1.730488	1.1741344	1.6529943	2.5719893	1.8625873	2.3598812	1.9961287	2.7058537	1.2921314	2.6079726	1.9762408	1.9578593	1.4492712	2.0944269	0.928981	2.2727444	1.8495302	1.9912071	1.0132917	2.533263	1.5865012	1.8146124	1.421352	1.0511861	1.9728571	1.728305	1.3771073	1.7838335	0.3664005	1.9810063	2.0347297	1.959068	2.7325232	1.6317518	1.7907295	2.0388713	1.6207709	2.0474842	2.2118323	2.560156	1.5538731	2.4432645	1.2912873	1.5684879	1.5148115	1.5210583	2.1019027	1.8405403	2.1726677	1.7061797	1.8451836	1.3188332	0.88416135	2.4315412	1.9855174	2.1981208	1.0344476	1.9596865	1.9688468	1.7575313	1.7988653	2.43489	1.7543473	1.7062938	2.1997638	0.41486618	1.8055803	0.0	1.5774612	2.269952	1.6947002	2.1515658	2.4862404	2.2521966	1.8843306	1.8854483	1.4491667	2.1867838	2.6532543	1.8163377	0.68552434	1.4741743	1.778097	2.1799316	2.2906404	1.0783944	1.3296477	1.7985344	0.95208305	2.638796	1.260021	2.1064706
team/nn	3.2114055	0.9596452	2.5538619	0.6943742	1.2373049	1.6507518	1.0460048	2.7770398	2.4798903	2.801965	1.0264237	0.51000255	2.7243211	0.55476683	3.6221395	3.2286904	2.7152543	3.471873	1.1265944	2.6077697	1.1071241	0.9958263	0.98675376	1.1309012	0.7620034	2.5426168	1.0390751	0.4861518	2.789314	1.0683088	0.85387707	2.3474312	3.388323	1.1082588	1.3973981	2.1713443	2.7079074	3.5675273	3.205396	3.2554708	0.74953854	3.2820237	2.6850271	2.6673896	0.899137	1.0190436	1.2763815	1.2120575	1.1384714	2.7388742	2.4794977	0.72426206	1.9614344	1.3453087	1.9286455	2.8914955	3.527871	2.7704403	0.86531967	3.1114683	3.1281667	0.6697053	1.2291481	2.593959	2.7870708	3.2120588	2.8958519	3.1195455	2.8009644	3.2395675	1.3466558	3.0644197	0.8531356	3.4946077	1.5517765	1.0901848	1.5488298	2.674435	1.1923957	1.5557379	2.467068	3.1643798	3.1005003	1.5215969	2.9085858	2.2339141	3.5165188	3.252511	2.534121	0.84405404	1.3758267	1.647159	3.0046468	2.814596	3.2718234	0.37430945	3.342476	3.5976458	3.185651	2.6854582	0.91273195	1.2817591	1.8644956	3.1475132	2.842038	1.3292032	1.6460311	2.4135792	1.4572426	0.57904613	1.2671561	1.6208272	2.6200068	1.7437046	2.327629	1.1466267	3.5183222	0.8018172	2.376007	3.5116951	2.797757	2.5356526	3.3518524	2.8869655	2.6009753	2.9282234	2.7064629	1.1785939	1.048084	1.5774612	0.0	2.6527789	2.2646878	2.3375442	3.1071618	2.6586533	3.3348265	1.7226992	2.888015	0.8446339	3.3510566	3.3739533	1.1403432	2.3263497	0.3686665	0.99375385	0.931779	1.6318228	1.5292817	3.3281436	2.2818348	3.3238642	1.1169686	2.838991
that/dd	2.9016612	2.8245654	1.5085647	2.6661675	2.1167505	2.4927387	3.065235	0.63557845	0.67196137	0.45000294	2.7309828	2.7265532	2.5816488	2.7222793	2.9999256	1.9671462	2.31485	3.1569865	2.3588836	1.8445164	2.8957958	2.3602226	2.1341076	2.4686153	2.543632	2.4937394	1.9703884	2.515943	1.8142158	2.882223	2.7571568	1.4576892	1.8375418	2.9920661	1.8522459	1.2541255	1.5545008	2.9366179	2.2899308	2.9346905	2.2081456	1.6831641	1.9480501	2.1457245	2.7120266	2.9707131	1.8958462	2.7653465	3.1283643	0.8087915	0.7047633	2.404149	1.2342672	2.774026	2.4388678	1.8067793	3.0155425	2.294729	2.5638473	1.5296924	2.8073792	2.39614	2.9002824	2.1191525	1.4136413	1.474902	1.2747703	1.1929045	0.8921443	1.4697267	2.6950994	1.9327567	2.409713	2.9289963	1.5440302	2.3235695	2.3723867	0.29635343	1.9962826	1.7106937	2.2207432	1.8677958	2.8136432	1.6380467	2.2519503	2.4238997	3.0575602	2.603598	1.6117978	2.9251652	2.2795115	1.3917254	1.1156272	0.94591594	1.6199887	2.4013982	2.7794387	2.9603736	2.7914062	0.87256926	3.0036619	3.1691897	1.2455322	2.0360987	2.677606	1.7486379	1.4196026	1.2651327	1.9316242	2.816789	2.162043	1.1816045	1.7225777	1.2745907	2.407862	2.8913805	3.1647854	2.8075714	2.1008422	3.1730332	0.9855411	0.99384326	3.0096903	1.8970394	1.2143556	1.594136	1.6805172	2.198361	2.7164795	2.269952	2.6527789	0.0	1.0044471	0.43938848	1.4674411	0.4687444	2.5123122	1.1416548	2.5357494	2.677579	2.1272326	3.1333127	2.3685064	1.2518703	2.6846175	2.3659666	2.700303	2.2487073	1.5503601	2.9284298	1.9241519	1.7780455	2.077658	0.7102025
them/pp	2.3927794	2.4655788	1.786916	2.2919393	1.6118147	2.127464	2.61931	0.67629087	0.5280238	0.8077108	2.3016965	2.3417163	2.054078	2.2509081	2.6278305	2.1864238	1.7193846	2.7258296	2.3866282	1.9363265	2.3838072	2.336276	2.0857236	1.8301388	2.121047	1.929336	1.5740935	2.1205742	1.8567909	2.3576167	2.3109565	1.1011317	2.19265	2.573766	1.9306201	0.9405493	1.913477	2.4756558	2.0350025	2.3996933	1.9491185	2.1142766	1.9473542	1.5266571	2.2382138	2.4812021	1.80261	2.3038044	2.726842	0.6106912	0.45544076	2.1781058	0.5633188	2.161251	2.1134639	1.8671312	2.6409883	1.7458826	2.2073772	1.9930657	2.3053033	1.9660171	2.3436444	1.558049	1.0820079	1.7663665	0.90148044	1.355829	0.66490096	1.9252253	2.088093	2.1418114	2.3288217	2.4888384	1.213802	1.9410269	2.0339897	1.0675594	1.9672418	1.8182828	1.6026723	2.09136	2.3825574	1.6082355	1.7906971	2.0532494	2.5802321	2.0832832	1.1505953	2.4602835	1.7906227	1.551195	1.0221189	0.8018146	2.0197709	2.1178112	2.2674038	2.5132377	2.2778933	0.46020237	2.5850616	2.767566	0.73734957	2.1471224	2.117039	1.2489557	0.87798375	0.8622196	2.0241575	2.415728	2.2354298	0.9622858	1.7728095	0.5831254	1.8028762	2.5456052	2.7395403	2.463107	1.4935248	2.6658466	0.688994	0.5543002	2.5375273	2.0278175	0.5199457	1.1703845	1.9204254	1.6635233	2.2212331	1.6947002	2.2646878	1.0044471	0.0	1.0994691	1.788796	1.1590474	2.2011542	1.3866892	2.0533755	2.3349175	2.2640927	2.5853646	1.9318132	1.0134553	2.304272	2.3247721	2.417687	1.9630549	1.000866	2.4991865	1.382779	2.0271683	1.6992446	0.90617496
theory/nn	3.0185242	2.4972825	1.5180029	2.316191	1.9076188	2.3383806	2.7546322	0.9319492	0.79302955	0.7832358	2.451288	2.416341	2.6567888	2.4241514	3.1546702	2.065062	2.3819776	3.2541893	1.9891839	1.8013291	2.6016705	1.9940426	1.7874506	2.230135	2.2175426	2.5136	1.6731683	2.2307942	1.8617429	2.5859196	2.4528067	1.4511735	1.996042	2.6795557	1.4325963	1.1792977	1.5616841	3.082724	2.4530942	3.0464897	1.890165	1.8337563	1.951049	2.212727	2.400507	2.667445	1.6228911	2.4658663	2.8109207	1.112958	0.90202636	2.0267174	1.2220267	2.5258565	2.3393042	1.9263864	3.148581	2.3741293	2.2210402	1.6707877	2.8991094	2.094287	2.619734	2.18756	1.5998443	1.6782185	1.5397265	1.4773209	1.1929524	1.6611531	2.4619799	1.9947243	2.0493362	3.0783103	1.2736375	2.0343163	2.2177687	0.58074075	1.5985587	1.298756	2.254823	1.989762	2.8995056	1.4031667	2.3677197	2.3905354	3.184789	2.7395775	1.6909368	2.601548	2.1251225	0.9667274	1.439142	1.2510935	1.7819971	2.0715075	2.910451	3.1119332	2.8994858	1.127448	2.69091	2.8533232	1.1148722	2.1397579	2.7295656	1.5363082	1.2666684	1.3220534	1.5073982	2.4755008	1.8104957	0.91027814	1.7948675	1.2021933	2.3868783	2.5675056	3.278493	2.497311	2.121821	3.3017514	1.228116	1.1406016	3.1137705	1.9294829	1.4055047	1.7990391	1.7214825	2.0159848	2.408801	2.1515658	2.3375442	0.43938848	1.0994691	0.0	1.6310914	0.64947236	2.6753492	0.73055774	2.6425915	2.360999	2.2555392	3.2433033	2.1670203	1.3580215	2.3792818	1.9850165	2.3828762	2.1041694	1.3875933	3.0421324	1.9372096	1.9561573	1.8385894	1.0598708
things/nn	2.69857	3.4737618	0.84659266	3.2333527	2.5905342	2.640448	3.5966272	1.6442378	1.7754724	1.5588394	3.3853257	3.232111	2.4034052	3.112832	2.6921387	0.59281135	2.5095174	3.0433047	2.8436792	0.9795239	3.3057604	2.7678542	2.5236118	2.949386	3.102916	2.5732265	2.732315	2.9880009	0.7004736	3.299809	3.1341927	1.9860853	0.4393952	3.5849524	2.6250987	1.9738646	0.79135716	2.8825297	1.7372204	2.8529222	2.70672	0.49807155	0.9081438	2.4582145	3.1316774	3.3654413	2.0987864	3.3316348	3.719708	1.6539347	1.7535571	2.997575	2.0161982	3.165144	2.502552	0.79116887	2.716515	2.467524	3.2198987	0.74803907	2.721548	2.9483657	3.2907898	2.3862026	1.7306297	0.2206895	1.7336577	0.65625525	1.4707298	0.52323675	3.0250204	0.6380999	2.890813	2.757379	2.3324032	3.0633476	2.452617	1.1966506	2.7112107	2.5192618	2.4174454	0.46387583	2.7574067	1.8313223	2.2850568	2.417194	2.9159224	2.681618	2.0294082	3.3609002	2.453957	2.2870786	1.547549	1.5031615	0.31681603	2.9029844	2.7878344	2.8439202	2.7568398	1.7035213	3.5702152	3.790424	2.1543865	0.686995	2.711527	2.4830267	2.2105038	1.9232057	2.6590931	3.3116384	2.693703	2.153251	0.98477906	2.0213265	2.4593627	3.537884	3.0024087	3.3353047	2.4012196	2.9869134	1.7616634	1.8388903	2.8868632	0.7139801	1.9622728	1.9195875	0.7649328	2.5207663	3.2174544	2.4862404	3.1071618	1.4674411	1.788796	1.6310914	0.0	1.028784	2.0987022	1.9595933	2.2867851	3.3139522	0.7313861	2.942189	2.6155255	1.5159985	3.1443017	2.935603	3.2619185	2.4318871	2.2544513	2.8047683	2.1830654	0.333417	2.285594	1.2876168
thing/nn	2.8378608	2.891074	1.0953971	2.7143445	2.1570437	2.4446049	3.1045644	0.90364087	0.9634597	0.7404264	2.804564	2.7429776	2.497092	2.722591	2.918669	1.5151688	2.355001	3.1281636	2.324763	1.4322109	2.9112294	2.3015704	2.0631218	2.5137608	2.5968182	2.4859538	2.0779355	2.531577	1.4023175	2.8983889	2.7402687	1.5441037	1.3894497	3.047259	1.9341714	1.3847909	1.1169035	2.9385037	2.1069582	2.9145045	2.2229857	1.2374104	1.545794	2.2213447	2.726537	2.9752142	1.7486908	2.822899	3.180914	1.0111741	0.96958923	2.4473088	1.3770959	2.799706	2.3685234	1.4347942	2.9313147	2.3281858	2.6335597	1.1228285	2.777134	2.438363	2.9167418	2.1721706	1.4550029	1.0588963	1.3780651	0.9010826	0.98661363	1.0553939	2.702808	1.4760067	2.3885975	2.8886173	1.6726358	2.4194186	2.2862272	0.2059718	2.069828	1.8114713	2.2458262	1.4213604	2.7869775	1.465058	2.2413292	2.352968	3.0267887	2.6356626	1.6882489	2.9428825	2.230643	1.5064542	1.1887531	1.0373523	1.1704898	2.4057045	2.7930846	2.943254	2.7820318	1.0699469	3.048826	3.2340634	1.4350369	1.6094676	2.6737475	1.849273	1.5477381	1.4012041	1.9972309	2.843215	2.1375785	1.3509356	1.3803865	1.3955766	2.3766732	2.9555364	3.1232874	2.8259268	2.1511223	3.1285086	1.1872665	1.2083464	2.9766686	1.456076	1.4119807	1.6720202	1.2556409	2.192249	2.7565506	2.2521966	2.6586533	0.4687444	1.1590474	0.64947236	1.028784	0.0	2.3831356	1.1923044	2.4360373	2.7348335	1.7002871	3.0827894	2.3331668	1.2035248	2.6863835	2.367535	2.72179	2.1917195	1.6499692	2.8925781	1.9433056	1.3505893	1.9823582	0.7463558
